,NAME,County,geometry,CID,manure_biomass_16,msw_biomass_16,crop_biomass_16,manure_nonpts_biomass_16,proc_nonpts_biomass_16,manure_biomass_20,msw_biomass_20,crop_biomass_20,manure_nonpts_biomass_20,proc_nonpts_biomass_20,manure_biomass_50,msw_biomass_50,crop_biomass_50,manure_nonpts_biomass_50,proc_nonpts_biomass_50,manure_biomass_wet_16,msw_biomass_wet_16,crop_biomass_wet_16,manure_nonpts_biomass_wet_16,proc_nonpts_biomass_wet_16,manure_biomass_wet_20,msw_biomass_wet_20,crop_biomass_wet_20,manure_nonpts_biomass_wet_20,proc_nonpts_biomass_wet_20,manure_biomass_wet_50,msw_biomass_wet_50,crop_biomass_wet_50,manure_nonpts_biomass_wet_50,proc_nonpts_biomass_wet_50,manure_biomass_dry_16,msw_biomass_dry_16,crop_biomass_dry_16,manure_nonpts_biomass_dry_16,proc_nonpts_biomass_dry_16,manure_biomass_dry_20,msw_biomass_dry_20,crop_biomass_dry_20,manure_nonpts_biomass_dry_20,proc_nonpts_biomass_dry_20,manure_biomass_dry_50,msw_biomass_dry_50,crop_biomass_dry_50,manure_nonpts_biomass_dry_50,proc_nonpts_biomass_dry_50,county_total_16,county_total_20,county_total_50,county_total_wet_16,county_total_wet_20,county_total_wet_50,county_total_dry_16,county_total_dry_20,county_total_dry_50,manure_biomass_16_wt,msw_biomass_16_wt,crop_biomass_16_wt,manure_nonpts_biomass_16_wt,proc_nonpts_biomass_16_wt,manure_biomass_20_wt,msw_biomass_20_wt,crop_biomass_20_wt,manure_nonpts_biomass_20_wt,proc_nonpts_biomass_20_wt,manure_biomass_50_wt,msw_biomass_50_wt,crop_biomass_50_wt,manure_nonpts_biomass_50_wt,proc_nonpts_biomass_50_wt,manure_biomass_wet_16_wt,msw_biomass_wet_16_wt,crop_biomass_wet_16_wt,manure_nonpts_biomass_wet_16_wt,proc_nonpts_biomass_wet_16_wt,manure_biomass_wet_20_wt,msw_biomass_wet_20_wt,crop_biomass_wet_20_wt,manure_nonpts_biomass_wet_20_wt,proc_nonpts_biomass_wet_20_wt,manure_biomass_wet_50_wt,msw_biomass_wet_50_wt,crop_biomass_wet_50_wt,manure_nonpts_biomass_wet_50_wt,proc_nonpts_biomass_wet_50_wt,manure_biomass_dry_16_wt,msw_biomass_dry_16_wt,crop_biomass_dry_16_wt,manure_nonpts_biomass_dry_16_wt,proc_nonpts_biomass_dry_16_wt,manure_biomass_dry_20_wt,msw_biomass_dry_20_wt,crop_biomass_dry_20_wt,manure_nonpts_biomass_dry_20_wt,proc_nonpts_biomass_dry_20_wt,manure_biomass_dry_50_wt,msw_biomass_dry_50_wt,crop_biomass_dry_50_wt,manure_nonpts_biomass_dry_50_wt,proc_nonpts_biomass_dry_50_wt,county_total_16_wt,county_total_20_wt,county_total_50_wt,county_total_wet_16_wt,county_total_wet_20_wt,county_total_wet_50_wt,county_total_dry_16_wt,county_total_dry_20_wt,county_total_dry_50_wt,manure_biomass_16_tech,msw_biomass_16_tech,crop_biomass_16_tech,manure_nonpts_biomass_16_tech,proc_nonpts_biomass_16_tech,manure_biomass_20_tech,msw_biomass_20_tech,crop_biomass_20_tech,manure_nonpts_biomass_20_tech,proc_nonpts_biomass_20_tech,manure_biomass_50_tech,msw_biomass_50_tech,crop_biomass_50_tech,manure_nonpts_biomass_50_tech,proc_nonpts_biomass_50_tech,manure_biomass_wet_16_tech,msw_biomass_wet_16_tech,crop_biomass_wet_16_tech,manure_nonpts_biomass_wet_16_tech,proc_nonpts_biomass_wet_16_tech,manure_biomass_wet_20_tech,msw_biomass_wet_20_tech,crop_biomass_wet_20_tech,manure_nonpts_biomass_wet_20_tech,proc_nonpts_biomass_wet_20_tech,manure_biomass_wet_50_tech,msw_biomass_wet_50_tech,crop_biomass_wet_50_tech,manure_nonpts_biomass_wet_50_tech,proc_nonpts_biomass_wet_50_tech,manure_biomass_dry_16_tech,msw_biomass_dry_16_tech,crop_biomass_dry_16_tech,manure_nonpts_biomass_dry_16_tech,proc_nonpts_biomass_dry_16_tech,manure_biomass_dry_20_tech,msw_biomass_dry_20_tech,crop_biomass_dry_20_tech,manure_nonpts_biomass_dry_20_tech,proc_nonpts_biomass_dry_20_tech,manure_biomass_dry_50_tech,msw_biomass_dry_50_tech,crop_biomass_dry_50_tech,manure_nonpts_biomass_dry_50_tech,proc_nonpts_biomass_dry_50_tech,county_total_16_tech,county_total_20_tech,county_total_50_tech,county_total_wet_16_tech,county_total_wet_20_tech,county_total_wet_50_tech,county_total_dry_16_tech,county_total_dry_20_tech,county_total_dry_50_tech,manure_biomass_16_wt_tech,msw_biomass_16_wt_tech,crop_biomass_16_wt_tech,manure_nonpts_biomass_16_wt_tech,proc_nonpts_biomass_16_wt_tech,manure_biomass_20_wt_tech,msw_biomass_20_wt_tech,crop_biomass_20_wt_tech,manure_nonpts_biomass_20_wt_tech,proc_nonpts_biomass_20_wt_tech,manure_biomass_50_wt_tech,msw_biomass_50_wt_tech,crop_biomass_50_wt_tech,manure_nonpts_biomass_50_wt_tech,proc_nonpts_biomass_50_wt_tech,manure_biomass_wet_16_wt_tech,msw_biomass_wet_16_wt_tech,crop_biomass_wet_16_wt_tech,manure_nonpts_biomass_wet_16_wt_tech,proc_nonpts_biomass_wet_16_wt_tech,manure_biomass_wet_20_wt_tech,msw_biomass_wet_20_wt_tech,crop_biomass_wet_20_wt_tech,manure_nonpts_biomass_wet_20_wt_tech,proc_nonpts_biomass_wet_20_wt_tech,manure_biomass_wet_50_wt_tech,msw_biomass_wet_50_wt_tech,crop_biomass_wet_50_wt_tech,manure_nonpts_biomass_wet_50_wt_tech,proc_nonpts_biomass_wet_50_wt_tech,manure_biomass_dry_16_wt_tech,msw_biomass_dry_16_wt_tech,crop_biomass_dry_16_wt_tech,manure_nonpts_biomass_dry_16_wt_tech,proc_nonpts_biomass_dry_16_wt_tech,manure_biomass_dry_20_wt_tech,msw_biomass_dry_20_wt_tech,crop_biomass_dry_20_wt_tech,manure_nonpts_biomass_dry_20_wt_tech,proc_nonpts_biomass_dry_20_wt_tech,manure_biomass_dry_50_wt_tech,msw_biomass_dry_50_wt_tech,crop_biomass_dry_50_wt_tech,manure_nonpts_biomass_dry_50_wt_tech,proc_nonpts_biomass_dry_50_wt_tech,county_total_16_wt_tech,county_total_20_wt_tech,county_total_50_wt_tech,county_total_wet_16_wt_tech,county_total_wet_20_wt_tech,county_total_wet_50_wt_tech,county_total_dry_16_wt_tech,county_total_dry_20_wt_tech,county_total_dry_50_wt_tech
0,Sierra,Sierra,"POLYGON ((-120.1471621020932 39.70766327992533, -120.0010750803193 39.72242329281815, -120.0037860441329 39.44506126866847, -120.5054581252461 39.44612222929676, -120.5772011468543 39.523149230144, -120.7557421660356 39.45266821011085, -121.0220982001686 39.39156318400519, -121.0094902309506 39.6394642054838, -120.8715112275054 39.77653422780503, -120.6542401835443 39.70663423940441, -120.1471621020932 39.70766327992533))",0,0.0,1025.04411725,6436.97591241,604.011404413,0.0,0.0,1227.29386618,6383.09864885,604.22150597,0.0,0.0,1093.70824969,31415.9348651,606.459957627,0.0,0.0,326.465246589,0.0,604.011404413,0.0,0.0,341.078125206,0.0,604.22150597,0.0,0.0,325.355547181,0.0,606.459957627,0.0,0.0,698.578870656,6436.97591241,0.0,0.0,0.0,886.215740977,6383.09864885,0.0,0.0,0.0,768.352702513,31415.9348651,0.0,0.0,8066.03143407,8214.614021,33116.1030725,930.476651002,945.299631176,931.815504808,7135.55478306,7269.31438983,32184.2875677,0.0,8158.02186314,7484.8557121,1589.85917745,0.0,0.0,9206.50531532,7422.20773122,1590.4413794,0.0,0.0,1822.98864126,36530.1568199,1596.64424122,0.0,0.0,7363.77903696,0.0,1589.85917745,0.0,0.0,7991.96834647,0.0,1590.4413794,0.0,0.0,657.598825228,0.0,1596.64424122,0.0,0.0,794.242826181,7484.8557121,0.0,0.0,0.0,1214.53696885,7422.20773122,0.0,0.0,0.0,1165.38981604,36530.1568199,0.0,0.0,17232.7367527,18219.1544259,39949.7897024,8953.63821441,9582.40972587,2254.24306645,8279.09853828,8636.74470007,37695.546636,0.0,365.31830562,5239.39899847,422.807983089,0.0,0.0,526.628729901,5195.54541185,422.955054179,0.0,0.0,588.246177356,25571.1097739,424.521970339,0.0,0.0,185.030642791,0.0,422.807983089,0.0,0.0,191.462946315,0.0,422.955054179,0.0,0.0,227.698784687,0.0,424.521970339,0.0,0.0,180.28766283,5239.39899847,0.0,0.0,0.0,335.165783587,5195.54541185,0.0,0.0,0.0,360.547392669,25571.1097739,0.0,0.0,6027.52528718,6145.12919594,26583.8779216,607.83862588,614.418000494,652.220755026,5419.6866613,5530.71119544,25931.6571666,0.0,3914.15266436,4505.88313869,1112.90142422,0.0,0.0,4547.64428061,4468.16905419,1113.30896558,0.0,0.0,1074.32495236,21991.1544056,1117.65096885,0.0,0.0,3704.81099849,0.0,1112.90142422,0.0,0.0,4017.98646488,0.0,1113.30896558,0.0,0.0,458.649233017,0.0,1117.65096885,0.0,0.0,209.34166587,4505.88313869,0.0,0.0,0.0,529.65781573,4468.16905419,0.0,0.0,0.0,615.675719339,21991.1544056,0.0,0.0,9532.93722726,10129.1223004,24183.1303268,4817.71242271,5131.29543046,1576.30020187,4715.22480455,4997.82686993,22606.8301249
1,Sacramento,Sacramento,"POLYGON ((-121.1410221321705 38.71198511785042, -121.0275200893107 38.50829710911574, -121.0270970640554 38.30025709126088, -121.3440371048396 38.22826506147801, -121.4709711282768 38.25990705470996, -121.5800351253609 38.09441903259186, -121.7378371415589 38.02663501520536, -121.8624751652449 38.06603500930754, -121.7139391447443 38.08454702185113, -121.6154261428504 38.19570103852558, -121.5932861535336 38.31309405005656, -121.5216541481738 38.36010905937729, -121.5062821734167 38.58631007950351, -121.6029072068664 38.73584308456861, -121.4844091884108 38.73460309353048, -121.1410221321705 38.71198511785042))",1,35979.6819398,365696.244726,66825.1965332,17762.5745193,16998.653513,36786.5684062,505525.531741,69320.5334521,17968.761556,15881.9516921,43443.9150597,647218.121818,79268.7400102,20165.5073583,15476.7451478,35979.6819398,116481.025896,4740.3112782,17762.5745193,5976.63347558,36786.5684062,131838.32053,5012.97802165,17968.761556,6194.59499272,43443.9150597,145246.531086,6839.79317108,20165.5073583,8404.69387942,0.0,249215.218829,62084.885255,0.0,11022.0200374,0.0,373687.21121,64307.5554305,0.0,9687.35669936,0.0,501971.590731,72428.9468391,0.0,7072.05126835,503262.351231,645483.346847,805573.029394,180940.227109,197801.223507,224100.440555,322322.124122,447682.12334,581472.588839,277711.678196,2910413.74585,136999.176872,47554.5692774,34253.8161179,283939.687523,3541020.58094,142709.094132,48158.8969019,33523.6065903,335324.880827,1105397.94988,130161.553622,54597.4887443,38926.4886319,277711.678196,2627070.79341,49789.1481973,47554.5692774,18302.7599385,283939.687523,3032049.10205,52106.1034278,48158.8969019,19364.5950488,335324.880827,351336.090572,26804.2501461,54597.4887443,28751.9021601,0.0,283342.952449,87210.0286744,0.0,15951.0561794,0.0,508971.478895,90602.9907039,0.0,14159.0115416,0.0,754061.859304,103357.303476,0.0,10174.5864717,3406932.98632,4049351.86609,1664408.3617,3020428.94901,3435618.38495,796814.612449,386504.037303,613733.48114,867593.749251,25185.7773579,130336.942986,65216.0894202,12433.8021635,8067.41416361,25750.5978843,217671.760366,67822.8583639,12578.1330892,7518.76739746,30410.7405418,337845.036451,73722.2998227,14115.8551508,7267.12632466,25185.7773579,66020.0401542,4978.91481973,12433.8021635,2988.31673779,25750.5978843,74361.2047447,5210.61034278,12578.1330892,3097.29749636,30410.7405418,101636.706461,2680.42501461,14115.8551508,4202.34693971,0.0,64316.9028317,60237.1746005,0.0,5079.09742582,0.0,143310.555621,62612.2480211,0.0,4421.4699011,0.0,236208.32999,71041.8748081,0.0,3064.77938495,241240.026091,331342.1171,463361.058291,111606.851233,120997.843557,153046.074108,129633.174858,210344.273543,310314.984183,194398.174737,1396408.75852,43447.5435233,33288.1984942,16652.278836,198757.781266,1748099.06943,45030.6793205,33711.2278313,16297.8379671,234727.416579,642396.763375,50599.2995294,38218.242121,18945.3912948,194398.174737,1321726.95627,474.03112782,33288.1984942,9151.37996924,198757.781266,1524913.71722,501.297802165,33711.2278313,9682.29752439,234727.416579,244739.753418,683.979317108,38218.242121,14375.9510801,0.0,74681.8022434,42973.5123955,0.0,7500.89886677,0.0,223185.352206,44529.3815184,0.0,6615.54044267,0.0,397657.009957,49915.3202123,0.0,4569.44021473,1684194.95411,2041896.59581,984887.112899,1559038.7406,1767566.32164,532745.342515,125156.213506,274330.274167,452141.770384
2,Santa Barbara,Santa Barbara,"MULTIPOLYGON (((-119.468076389984 34.06314378765877, -119.4923023873575 33.98321977784894, -119.707503416147 33.91039275801792, -119.9288114512166 33.90547574501637, -120.1041004740344 33.84240072859622, -120.2989855151585 33.9684617305541, -120.46678954223 33.97612072179736, -120.573820567252 34.07597072579347, -120.5610105706159 34.14066873304986, -120.3619905399906 34.14878474532842, -120.252858515225 34.0580357423434, -120.0009754767634 34.07682375867243, -119.9288074696357 34.12990676828832, -119.6549434208379 34.07122277785344, -119.468076389984 34.06314378765877)), ((-120.7028076674004 34.99997980982598, -120.6341566530053 34.95956681006723, -120.3271276070692 34.98652983144953, -120.096942581644 35.10959985777738, -119.7455785130624 34.97368086556623, -119.4727664624739 34.90117887468124, -119.4423644575455 34.90127887652736, -119.4422344187093 34.45591483035613, -119.5009654172847 34.3269268134596, -119.8985144841191 34.36036279379405, -120.0448265119176 34.41245879057932, -120.2871375508367 34.41761377690147, -120.4510105744446 34.39118876463375, -120.7127696307305 34.56830176683713, -120.6647036343931 34.69634878234553, -120.6732936483152 34.83862879582937, -120.733832662907 34.89604579778443, -120.7028076674004 34.99997980982598)))",2,403.96349479,117970.407395,49386.9071071,16739.8929879,13104.3827896,413.022848828,159016.689325,49197.8216489,16780.0052118,14229.5382032,487.768507355,183346.140428,73030.0518221,17207.3665089,22040.8039423,403.96349479,37574.7225937,9295.20006757,16739.8929879,12541.5031191,413.022848828,42111.3420271,9283.72393566,16780.0052118,13735.9023985,487.768507355,44333.4442735,22174.9785095,17207.3665089,21536.8336823,0.0,80395.6848015,40091.7070395,0.0,562.879670515,0.0,116905.347298,39914.0977133,0.0,493.635804638,0.0,139012.696154,50855.0733126,0.0,503.970259979,197605.553775,239637.077238,296112.131208,76555.2822631,82323.9964219,105740.391482,121050.271512,157313.080816,190371.739727,3118.0203387,938879.190188,172791.78472,45057.2862949,44730.9174223,3187.94559311,1131408.37143,172429.221061,45243.6519527,49619.3588664,3764.87515858,311637.490461,204418.589111,47229.2179849,83178.7155924,3118.0203387,847474.055289,111000.273965,45057.2862949,43507.2659647,3187.94559311,971895.596119,110910.955423,45243.6519527,48546.237552,3764.87515858,102229.744782,126116.363236,47229.2179849,82083.1280707,0.0,91405.1348983,61791.5107555,0.0,1223.65145764,0.0,159512.775314,61518.2656381,0.0,1073.12131443,0.0,209407.745679,78302.2258746,0.0,1095.58752169,1204577.19896,1401888.54891,650228.888308,1050156.90185,1179784.38664,361423.329232,154420.297111,222104.162266,288805.559075,282.774446353,42045.0341866,41301.751828,11717.9250916,6552.1913948,289.11599418,68385.9620308,41101.5483917,11746.0036483,7114.76910159,341.437955148,96385.0279281,51543.2171638,12045.1565562,11020.4019712,282.774446353,21296.6967787,11100.0273965,11717.9250916,6270.75155954,289.11599418,23731.0439706,11091.0955423,11746.0036483,6867.95119927,341.437955148,31023.7291246,12611.6363236,12045.1565562,10768.4168412,0.0,20748.3374079,30201.7244316,0.0,281.439835257,0.0,44654.9180601,30010.4528494,0.0,246.817902319,0.0,65361.2988035,38931.5808402,0.0,251.98512999,101899.676947,128637.399166,171335.241574,50668.1752726,53725.2103547,66790.3768008,51231.5016747,74912.1888118,104544.864774,2182.61423709,450470.210485,21162.3150761,31540.1004064,22365.4587112,2231.56191518,558599.497664,21036.8409345,31670.5563669,24809.6794332,2635.41261101,181727.539271,28288.0628065,33060.4525894,41589.3577962,2182.61423709,426378.204139,929.520006757,31540.1004064,21753.6329823,2231.56191518,488763.735673,928.372393566,31670.5563669,24273.118776,2635.41261101,71238.0924503,2217.49785095,33060.4525894,41041.5640353,0.0,24092.0063461,20232.7950693,0.0,611.82572882,0.0,69835.7619911,20108.4685409,0.0,536.560657215,0.0,110489.446821,26070.5649556,0.0,547.793760847,527720.698916,638348.136314,287300.825074,482784.071772,547867.345124,150193.019537,44936.6271442,90480.7911893,137107.805537
3,Calaveras,Calaveras,"POLYGON ((-120.0724969374443 38.50987418104302, -120.0199639197108 38.433526178131, -120.1766259377662 38.37351516107303, -120.5149649422038 37.95339509857281, -120.6532869500636 37.83186307765622, -120.9264620217601 38.07742607936849, -120.9955100501447 38.22540708713868, -120.6466260081919 38.33459112261014, -120.5046529982541 38.43938314241722, -120.0724969374443 38.50987418104302))",3,355.48787549,10815.3909715,194450.109336,6049.10490205,1320.38600862,363.460107045,15275.3739978,225793.587789,6235.18833787,1399.55462851,429.236286563,17474.8635745,194352.55621,8217.74753792,1437.35235549,355.48787549,3445.26778911,21.8287339386,6049.10490205,1066.40252115,363.460107045,3824.10410596,21.8287339386,6235.18833787,1081.26223977,429.236286563,4014.05318263,28.3977038858,8217.74753792,1114.17487575,0.0,7370.12318243,194428.280602,0.0,253.983487463,0.0,11451.2698918,225771.759055,0.0,318.29238874,0.0,13460.8103919,194324.158506,0.0,323.177479739,212990.479094,249067.16486,221911.755964,10938.0918218,11525.8435246,13803.6095867,202052.387272,237541.321336,208108.146378,2743.85789863,86073.0554501,225716.135155,17915.8862183,3387.66441687,2805.39212253,103176.864403,263550.033382,18567.1019242,3515.85951971,3313.09014025,29333.5080249,226558.768471,25505.2460054,3616.47374381,2743.85789863,77693.6616385,114.888073361,17915.8862183,3046.86434615,2805.39212253,87680.7811705,114.888073361,18567.1019242,3089.32068506,3313.09014025,9316.96544667,5.88235294118,25505.2460054,3183.35678785,0.0,8379.39381163,225601.247082,0.0,340.800070717,0.0,15496.0832327,263435.145309,0.0,426.538834653,0.0,20016.5425783,226552.886118,0.0,433.116955954,335836.599139,391615.251352,288327.086385,101515.158175,112257.483976,41324.5407331,234321.440964,279357.767376,247002.545652,248.841512843,3854.87246422,157932.361764,4234.37343144,660.193004308,254.422074932,6613.50454298,183583.294694,4364.63183651,699.777314255,300.465400594,9161.38552595,158587.608518,5752.42327654,718.676177744,248.841512843,1952.80765931,11.4888073361,4234.37343144,533.201260577,254.422074932,2158.58802717,11.4888073361,4364.63183651,540.631119885,300.465400594,2808.78768899,0.588235294118,5752.42327654,557.087437874,0.0,1902.0648049,157920.872957,0.0,126.991743732,0.0,4454.91651581,183571.805886,0.0,159.14619437,0.0,6352.59783695,158587.020282,0.0,161.588739869,166930.642177,195515.630462,174520.558899,6980.71267151,7329.76186583,9419.3520393,159949.929506,188185.868597,165101.206859,1920.70052904,41298.1594102,135602.301797,12541.1203528,1693.83220844,1963.77448577,50934.7766895,157542.736714,12996.9713469,1757.92975986,2319.16309818,17022.4981654,136029.750725,17853.6722038,1808.2368719,1920.70052904,39089.5700448,2.18287339386,12541.1203528,1523.43217308,1963.77448577,44100.3852528,2.18287339386,12996.9713469,1544.66034253,2319.16309818,6486.89118448,2.83977038858,17853.6722038,1591.67839393,0.0,2208.58936547,135600.118924,0.0,170.400035358,0.0,6834.39143675,157540.553841,0.0,213.269417327,0.0,10535.6069809,136026.910954,0.0,216.558477977,193056.114298,225196.188996,175033.321064,55077.0059731,60607.9743014,28254.2446507,137979.108324,164588.214695,146779.076413
4,Ventura,Ventura,"MULTIPOLYGON (((-119.6363143545649 33.27304469436314, -119.5253253413989 33.33486670697401, -119.3609383077204 33.24206470580287, -119.5102623262436 33.1674216897508, -119.6363143545649 33.27304469436314)), ((-119.5009654172847 34.3269268134596, -119.4422344187093 34.45591483035613, -119.4423644575455 34.90127887652736, -119.276958428688 34.87967988427012, -119.2436574174573 34.81418287946556, -118.8813763558848 34.79063389868293, -118.6368012726196 34.29180885972973, -118.6681642675353 34.16819984454666, -118.788901287524 34.16821883764343, -118.9409773048967 34.07483481890828, -118.9517332999591 33.99286280947255, -119.2180053492719 34.06249580182829, -119.3359383829912 34.23752781362129, -119.5009654172847 34.3269268134596)))",4,0.0,273353.390828,213460.928258,8547.32322492,1596.15688491,0.0,351781.901355,209775.642909,8565.42452744,1583.92683556,0.0,394040.1702,329701.554021,8758.27836042,1636.83888557,0.0,87056.6161916,16063.5264363,8547.32322492,1230.05527388,0.0,96968.0322089,16080.614354,8565.42452744,1255.89198807,0.0,100867.612509,65425.9861873,8758.27836042,1346.13817551,0.0,186296.774636,197397.401822,0.0,366.101611033,0.0,254813.869146,193695.028555,0.0,328.034847483,0.0,293172.55769,264275.567834,0.0,290.700710059,496957.799196,571706.895627,734136.841467,112897.521127,122869.963078,176398.015233,384060.278069,448836.932548,557738.826234,0.0,2175555.64661,474875.368946,22792.1664063,4457.49139399,0.0,2592416.92519,469572.491125,22862.6973993,4458.41625112,0.0,675410.754498,1011381.47456,23614.1445577,4649.40029595,0.0,1963747.24099,219402.922075,22792.1664063,3655.36987976,0.0,2242227.60904,219707.355731,22862.6973993,3739.46891107,0.0,228820.76503,674324.601228,23614.1445577,4013.5539213,0.0,211808.405622,255472.44687,0.0,802.121514223,0.0,350189.316152,249865.135395,0.0,718.947340049,0.0,446589.989468,337056.873332,0.0,635.846374651,2677680.67336,3089310.52997,1715055.77391,2209597.69935,2488537.13108,930773.064737,468082.974007,600773.398887,784282.709175,0.0,97419.4439849,183409.553895,5983.12625744,798.078442457,0.0,150376.985806,178823.429534,5995.79716921,791.963417779,0.0,207985.568643,282012.456261,6130.79485229,818.419442783,0.0,49340.3916365,22399.086325,5983.12625744,615.027636941,0.0,54617.6381265,22429.5296905,5995.79716921,627.945994037,0.0,70589.0399434,67432.4601228,6130.79485229,673.069087754,0.0,48079.0523484,161010.46757,0.0,183.050805516,0.0,95759.3476791,156393.899843,0.0,164.017423742,0.0,137396.528699,214579.996138,0.0,145.350355029,287610.20258,335988.175926,496947.239199,78337.6318559,83670.9109803,144825.364006,209272.570724,252317.264946,352121.875192,0.0,1043808.90939,129929.222603,15954.5164844,2228.74569699,0.0,1279899.79841,126924.400292,16003.8881795,2229.20812556,0.0,395686.766194,178719.606986,16529.9011904,2324.70014798,0.0,987981.745438,1711.87529064,15954.5164844,1827.68493988,0.0,1127559.84567,1713.58408242,16003.8881795,1869.73445554,0.0,159564.908417,6542.59861873,16529.9011904,2006.77696065,0.0,55827.1639562,128217.347313,0.0,401.060757111,0.0,152339.952734,125210.816209,0.0,359.473670025,0.0,236121.857777,172177.008367,0.0,317.923187326,1191921.39418,1425057.295,593260.974518,1007475.82215,1147147.05239,184644.185187,184445.572026,277910.242614,408616.789331
5,Los Angeles,Los Angeles,"MULTIPOLYGON (((-118.6676142121397 33.47749376898339, -118.5232481922745 33.53015778267503, -118.3594051599196 33.46492678432166, -118.2627601365012 33.3704447789483, -118.3280051381138 33.24808776168354, -118.5180491734607 33.29665475696869, -118.6676142121397 33.47749376898339)), ((-118.6785631797987 33.02636071825004, -118.5421151607102 33.0737927307408, -118.2972621031417 32.84509871765513, -118.4365501195023 32.75004469966454, -118.5382091409185 32.81277470154294, -118.6785631797987 33.02636071825004)), ((-118.8813763558848 34.79063389868293, -118.854265353793 34.81777690317145, -117.6673041547525 34.822530974515, -117.646386105657 34.28917491639928, -117.7832991008814 33.94641587011644, -117.9765101335889 33.94605485924691, -118.1259121389117 33.69715582307685, -118.3454271730587 33.66343180722244, -118.4669741982449 33.72552880740233, -118.4439802034572 33.8390618212174, -118.5573682343304 33.9876778311822, -118.8249052755074 33.94904681189389, -118.9517332999591 33.99286280947255, -118.9409773048967 34.07483481890828, -118.788901287524 34.16821883764343, -118.6681642675353 34.16819984454666, -118.6368012726196 34.29180885972973, -118.8813763558848 34.79063389868293)))",5,0.0,2895433.07317,14267.8844434,16336.9939666,204167.406293,0.0,3830136.80136,14267.8844434,16381.7589668,206101.933875,0.0,4208753.92428,18876.709357,16858.6915999,292375.028799,0.0,922197.238471,6.98205269991,16336.9939666,196440.492,0.0,1028362.43284,6.98205269991,16381.7589668,199096.323159,0.0,1061300.70161,456.612779314,16858.6915999,285931.644587,0.0,1973235.8347,14260.9023907,0.0,7726.91429279,0.0,2801774.36852,14260.9023907,0.0,7005.61071625,0.0,3147453.22267,18420.0965777,0.0,6443.38421168,3130205.35787,4066888.37865,4536864.35403,1134981.70649,1243847.49702,1364547.65058,1995223.65138,2823040.88163,3172316.70346,0.0,23043723.4044,16784.1848772,43444.4950173,614072.043859,0.0,27618410.3409,16784.1848772,43593.9649458,655081.560576,0.0,7145582.19175,24325.6204082,45186.4386694,1102326.55589,0.0,20800271.0587,73.7091426252,43444.4950173,597134.612375,0.0,23788235.4217,73.7091426252,43593.9649458,639718.300584,0.0,2390250.40199,2362.12989757,45186.4386694,1088216.49515,0.0,2243452.34576,16710.4757346,0.0,16937.4314846,0.0,3830174.91923,16710.4757346,0.0,15363.2599922,0.0,4755331.78976,21963.4905106,0.0,14110.060747,23718024.1282,28333870.0513,8317420.80673,21440923.8752,24471621.3963,3526015.46571,2277100.25298,3862248.65496,4791405.34102,0.0,1031928.4041,11683.3588909,11435.8957766,102083.703147,0.0,1644823.32203,11683.3588909,11467.2312768,103050.966938,0.0,2221305.82249,15105.8638377,11801.0841199,146187.514399,0.0,522680.140531,7.37091426252,11435.8957766,98220.2460002,0.0,579175.714211,7.37091426252,11467.2312768,99548.1615795,0.0,742697.307909,236.212989757,11801.0841199,142965.822294,0.0,509248.26357,11675.9879767,0.0,3863.45714639,0.0,1065647.60782,11675.9879767,0.0,3502.80535812,0.0,1478608.51458,14869.650848,0.0,3221.69210584,1157131.36192,1771024.87913,2394400.28485,632343.653222,690198.477982,897700.427313,524787.708693,1080826.40115,1496699.85754,0.0,11056240.9742,9970.52285621,30411.1465121,307036.02193,0.0,13636547.7495,9970.52285621,30515.775462,327540.780288,0.0,4176498.93968,12636.8533767,31630.5070686,551163.277947,0.0,10464925.5278,0.698205269991,30411.1465121,298567.306187,0.0,11962498.5026,0.698205269991,30515.775462,319859.150292,0.0,1666069.17413,45.6612779314,31630.5070686,544108.247574,0.0,591315.446459,9969.82465094,0.0,8468.7157423,0.0,1674049.24693,9969.82465094,0.0,7681.62999611,0.0,2510429.76556,12591.1920987,0.0,7055.03037348,11403658.6655,14004574.8281,4771929.57808,10793904.6787,12312874.1266,2241853.59005,609753.986852,1691700.70158,2530075.98803
