,OBJECTID,County,Mlr_wet16,Mpl_wet16,Mbr_wet16,Mtk_wet16,Mhg_wet16,Mgt_wet16,Msh_wet16,Meq_wet16,Mdk_wet16,Blr_wet16,Bpl_wet16,Bbr_wet16,Mlr_wet20,Mpl_wet20,Mbr_wet20,Mtk_wet20,Mhg_wet20,Mgt_wet20,Msh_wet20,Meq_wet20,Mdk_wet20,Blr_wet20,Bpl_wet20,Bbr_wet20,Mlr_wet50,Mpl_wet50,Mbr_wet50,Mtk_wet50,Mhg_wet50,Mgt_wet50,Msh_wet50,Meq_wet50,Mdk_wet50,Blr_wet50,Bpl_wet50,Bbr_wet50,Mlr_wet16_wt,Mpl_wet16_wt,Mbr_wet16_wt,Mtk_wet16_wt,Mhg_wet16_wt,Mgt_wet16_wt,Msh_wet16_wt,Meq_wet16_wt,Mdk_wet16_wt,Blr_wet16_wt,Bpl_wet16_wt,Bbr_wet16_wt,Mlr_wet20_wt,Mpl_wet20_wt,Mbr_wet20_wt,Mtk_wet20_wt,Mhg_wet20_wt,Mgt_wet20_wt,Msh_wet20_wt,Meq_wet20_wt,Mdk_wet20_wt,Blr_wet20_wt,Bpl_wet20_wt,Bbr_wet20_wt,Mlr_wet50_wt,Mpl_wet50_wt,Mbr_wet50_wt,Mtk_wet50_wt,Mhg_wet50_wt,Mgt_wet50_wt,Msh_wet50_wt,Meq_wet50_wt,Mdk_wet50_wt,Blr_wet50_wt,Bpl_wet50_wt,Bbr_wet50_wt,Mlr_wet16_tech,Mpl_wet16_tech,Mbr_wet16_tech,Mtk_wet16_tech,Mhg_wet16_tech,Mgt_wet16_tech,Msh_wet16_tech,Meq_wet16_tech,Mdk_wet16_tech,Blr_wet16_tech,Bpl_wet16_tech,Bbr_wet16_tech,Mlr_wet20_tech,Mpl_wet20_tech,Mbr_wet20_tech,Mtk_wet20_tech,Mhg_wet20_tech,Mgt_wet20_tech,Msh_wet20_tech,Meq_wet20_tech,Mdk_wet20_tech,Blr_wet20_tech,Bpl_wet20_tech,Bbr_wet20_tech,Mlr_wet50_tech,Mpl_wet50_tech,Mbr_wet50_tech,Mtk_wet50_tech,Mhg_wet50_tech,Mgt_wet50_tech,Msh_wet50_tech,Meq_wet50_tech,Mdk_wet50_tech,Blr_wet50_tech,Bpl_wet50_tech,Bbr_wet50_tech,Mlr_wet16_wt_tech,Mpl_wet16_wt_tech,Mbr_wet16_wt_tech,Mtk_wet16_wt_tech,Mhg_wet16_wt_tech,Mgt_wet16_wt_tech,Msh_wet16_wt_tech,Meq_wet16_wt_tech,Mdk_wet16_wt_tech,Blr_wet16_wt_tech,Bpl_wet16_wt_tech,Bbr_wet16_wt_tech,Mlr_wet20_wt_tech,Mpl_wet20_wt_tech,Mbr_wet20_wt_tech,Mtk_wet20_wt_tech,Mhg_wet20_wt_tech,Mgt_wet20_wt_tech,Msh_wet20_wt_tech,Meq_wet20_wt_tech,Mdk_wet20_wt_tech,Blr_wet20_wt_tech,Bpl_wet20_wt_tech,Bbr_wet20_wt_tech,Mlr_wet50_wt_tech,Mpl_wet50_wt_tech,Mbr_wet50_wt_tech,Mtk_wet50_wt_tech,Mhg_wet50_wt_tech,Mgt_wet50_wt_tech,Msh_wet50_wt_tech,Meq_wet50_wt_tech,Mdk_wet50_wt_tech,Blr_wet50_wt_tech,Bpl_wet50_wt_tech,Bbr_wet50_wt_tech,tot_16,tot_16_tech,tot_16_wt,tot_16_wt_tech,tot_20,tot_20_tech,tot_20_wt,tot_20_wt_tech,tot_50,tot_50_tech,tot_50_wt,tot_50_wt_tech,tot_wet_16,tot_wet_16_tech,tot_wet_16_wt,tot_wet_16_wt_tech,tot_wet_20,tot_wet_20_tech,tot_wet_20_wt,tot_wet_20_wt_tech,tot_wet_50,tot_wet_50_tech,tot_wet_50_wt,tot_wet_50_wt_tech,tot_dry_16,tot_dry_16_tech,tot_dry_16_wt,tot_dry_16_wt_tech,tot_dry_20,tot_dry_20_tech,tot_dry_20_wt,tot_dry_20_wt_tech,tot_dry_50,tot_dry_50_tech,tot_dry_50_wt,tot_dry_50_wt_tech
20,21,Marin,94.92463554,19.933594,6.079415047,0.0,25.66201885,993.9851879,596.0123414,1481.471461,34.5101505,81.14088536,17.0390906,4.330532994,102.749478285,21.57676321,6.58055436086,0.0,27.7773944938,1075.92153395,596.0123414,1481.471461,34.5101505,87.8295038045,18.4436596426,4.68750818265,186.116457752,39.0833199879,11.9197633714,0.0,50.3149052925,1948.8829341,596.0123414,1481.471461,34.5101505,159.090989142,33.4081365469,8.49077224722,379.69854216,79.734376,23.3823655654,0.0,285.133542778,2686.44645378,1610.84416595,3898.60910789,93.270677027,108.187847147,22.7187874667,5.774043992,410.997913139,86.3070528399,25.3098244648,0.0,308.637716597,2907.89603769,1610.84416595,3898.60910789,93.270677027,117.106005073,24.5915461901,6.2500109102,744.465831007,156.333279951,45.845243736,0.0,559.05450325,5267.25117324,1610.84416595,3898.60910789,93.270677027,212.121318857,44.5441820625,11.321029663,66.447244878,13.9535158,4.2555905329,0.0,17.963413195,695.78963153,417.20863898,1037.0300227,24.15710535,56.798619752,11.92736342,3.0313730958,71.9246347993,15.103734247,4.6063880526,0.0,19.4441761456,753.145073763,417.20863898,1037.0300227,24.15710535,61.4806526632,12.9105617498,3.28125572785,130.281520426,27.3583239915,8.34383435996,0.0,35.2204337047,1364.21805387,417.20863898,1037.0300227,24.15710535,111.3636924,23.3856955828,5.94354057305,265.788979512,55.8140632,16.3676558958,0.0,199.593479944,1880.51251765,1127.59091616,2729.02637553,65.2894739189,75.7314930027,15.9031512267,4.0418307944,287.698539197,60.414936988,17.7168771254,0.0,216.046401618,2035.52722639,1127.59091616,2729.02637553,65.2894739189,81.9742035509,17.2140823331,4.37500763714,521.126081705,109.433295966,32.0916706152,0.0,391.338152275,3687.07582127,1127.59091616,2729.02637553,65.2894739189,148.4849232,31.1809274437,7.92472076407,3355.08931319,2348.56251923,9193.79990976,6435.65993683,3457.56034883,2420.29224418,9489.82005778,6642.87404044,4549.30123134,3184.51086194,12643.6605126,8850.56235885,3355.08931319,2348.56251923,9193.79990976,6435.65993683,3457.56034883,2420.29224418,9489.82005778,6642.87404044,4549.30123134,3184.51086194,12643.6605126,8850.56235885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,22,Mariposa,8.542968856,1.258266731,11.374069,0.0,7.615824949,346.100337,122.5967686,2950.617868,167.620731,7.302467402,1.075557214,8.102059278,9.24718423161,1.36198837549,12.3116580757,0.0,8.24361384973,374.630135356,122.5967686,2950.617868,167.620731,7.90442556328,1.16421771835,8.76992952473,16.7499942783,2.46705342136,22.3008644749,0.0,14.9321654416,678.590635431,122.5967686,2950.617868,167.620731,14.3177728097,2.10881925056,15.8855134364,34.171875424,5.033066924,43.7464192308,0.0,84.6202772111,935.406316216,331.342617838,7764.78386316,453.029002703,9.73662320267,1.43407628533,10.802745704,36.9887369265,5.44795350197,47.3525310602,0.0,91.5957094414,1012.51387934,331.342617838,7764.78386316,453.029002703,10.5392340844,1.55229029114,11.6932393663,66.9999771131,9.86821368545,85.7725556726,0.0,165.912949351,1834.02874441,331.342617838,7764.78386316,453.029002703,19.0903637463,2.81175900074,21.1806845819,5.9800781992,0.8807867117,7.9618483,0.0,5.3310774643,242.2702359,85.81773802,2065.4325076,117.3345117,5.1117271814,0.7528900498,5.6714414946,6.47302896213,0.953391862845,8.61816065296,0.0,5.77052969481,262.241094749,85.81773802,2065.4325076,117.3345117,5.53309789429,0.814952402848,6.13895066731,11.7249959948,1.72693739495,15.6106051324,0.0,10.4525158091,475.013444801,85.81773802,2065.4325076,117.3345117,10.0224409668,1.47617347539,11.1198594055,23.9203127968,3.5231468468,30.6224934615,0.0,59.2341940478,654.784421351,231.939832486,5435.34870421,317.120301892,6.81563624187,1.00385339973,7.5619219928,25.8921158485,3.81356745138,33.1467717422,0.0,64.116996609,708.759715538,231.939832486,5435.34870421,317.120301892,7.37746385906,1.0866032038,8.18526755642,46.8999839792,6.90774957981,60.0407889708,0.0,116.139064546,1283.82012108,231.939832486,5435.34870421,317.120301892,13.3632546224,1.96823130052,14.8264792073,3632.20691803,2542.54484262,9674.1068839,6771.87481873,3664.46852029,2565.12796421,9766.83905771,6836.7873404,4008.18818614,2805.7317303,10754.8207313,7528.37451188,3632.20691803,2542.54484262,9674.1068839,6771.87481873,3664.46852029,2565.12796421,9766.83905771,6836.7873404,4008.18818614,2805.7317303,10754.8207313,7528.37451188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,23,Mendocino,34.34571491,4.942008147,6.288022426,0.322844753,126.1577959,518.0582141,1199.393887,4868.396232,155.2956773,29.35846633,4.224392479,4.479129714,37.1769063768,5.34938855329,6.8063576967,0.349457543334,136.557255517,560.762871694,1199.393887,4868.396232,155.2956773,31.7785481239,4.57261827573,4.84835405125,67.3408200267,9.68967692388,12.3287748595,0.632993969271,247.354566674,1015.74432358,1199.393887,4868.396232,155.2956773,57.5624412702,8.28266508343,8.78212227456,137.38285964,19.768032588,24.1847016385,1.24171058846,1401.75328778,1400.15733541,3241.6051,12811.5690316,419.718046757,39.1446217733,5.63252330533,5.972172952,148.707625507,21.3975542132,26.1782988335,1.34406747436,1517.30283908,1515.5753289,3241.6051,12811.5690316,419.718046757,42.3713974985,6.09682436764,6.46447206833,269.363280107,38.7587076955,47.4183648441,2.4345921895,2748.38407415,2745.25492859,3241.6051,12811.5690316,419.718046757,76.7499216935,11.0435534446,11.7094963661,24.042000437,3.4594057029,4.4016156982,0.2259913271,88.31045713,362.64074987,839.5757209,3407.8773624,108.70697411,20.550926431,2.9570747353,3.1353907998,26.0238344637,3.74457198731,4.76445038769,0.244620280334,95.5900788618,392.534010186,839.5757209,3407.8773624,108.70697411,22.2449836867,3.20083279301,3.39384783587,47.1385740187,6.78277384672,8.63014240163,0.44309577849,173.148196672,711.021026505,839.5757209,3407.8773624,108.70697411,40.2937088891,5.7978655584,6.14748559219,96.168001748,13.8376228116,16.9292911469,0.869197411923,981.227301444,980.110134784,2269.12357,8968.09832211,293.80263273,27.4012352413,3.94276631373,4.1805210664,104.095337855,14.9782879492,18.3248091834,0.940847232054,1062.11198735,1060.90273023,2269.12357,8968.09832211,293.80263273,29.6599782489,4.26777705735,4.52513044783,188.554296075,27.1310953869,33.1928553909,1.70421453265,1923.86885191,1921.67845001,2269.12357,8968.09832211,293.80263273,53.7249451855,7.7304874112,8.19664745625,6951.26238506,4865.88366954,19508.129424,13655.6905968,7011.28755413,4907.90128789,19758.3305863,13830.8314104,7650.80418096,5355.56292667,22424.0090974,15696.8063682,6951.26238506,4865.88366954,19508.129424,13655.6905968,7011.28755413,4907.90128789,19758.3305863,13830.8314104,7650.80418096,5355.56292667,22424.0090974,15696.8063682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24,Merced,28236.63126,6238.453339,0.0,40386.78593,97.0189874,1646.551288,2595.523209,4875.791264,167.620731,24136.46623,5332.584364,0.0,30564.2377659,6752.70252279,0.0,43715.9559297,105.016472092,1782.28006722,2595.523209,4875.791264,167.620731,26126.0872761,5772.16081151,0.0,55362.8861365,12231.5859387,0.0,79185.4031834,190.222803246,3228.35364588,2595.523209,4875.791264,167.620731,47323.7908349,10455.4703512,0.0,112946.52504,24953.813356,0.0,155333.792038,1077.98874889,4450.13861622,7014.92759189,12831.0296421,453.029002703,32181.9549733,7110.11248533,0.0,122256.951064,27010.8100912,0.0,168138.292037,1166.84968992,4816.97315465,7014.92759189,12831.0296421,453.029002703,34834.7830348,7696.21441534,0.0,221451.544546,48926.3437547,0.0,304559.243013,2113.58670274,8725.28012399,7014.92759189,12831.0296421,453.029002703,63098.3877798,13940.627135,0.0,19765.641882,4366.9173373,0.0,28270.750151,67.91329118,1152.5859016,1816.8662463,3413.0538848,117.3345117,16895.526361,3732.8090548,0.0,21394.9664361,4726.89176596,0.0,30601.1691508,73.5115304647,1247.59604705,1816.8662463,3413.0538848,117.3345117,18288.2610933,4040.51256805,0.0,38754.0202956,8562.11015707,0.0,55429.7822283,133.155962272,2259.84755211,1816.8662463,3413.0538848,117.3345117,33126.6535844,7318.82924586,0.0,79062.567528,17467.6693492,0.0,108733.654427,754.592124222,3115.09703135,4910.44931432,8981.72074947,317.120301892,22527.3684813,4977.07873973,0.0,85579.8657445,18907.5670638,0.0,117696.804426,816.794782941,3371.88120826,4910.44931432,8981.72074947,317.120301892,24384.3481244,5387.35009074,0.0,155016.081182,34248.4406283,0.0,213191.470109,1479.51069192,6107.69608679,4910.44931432,8981.72074947,317.120301892,44168.8714459,9758.43899448,0.0,113713.426602,79599.3986217,358353.311495,250847.318046,122457.376049,85720.1632345,386219.859723,270353.901806,215616.648098,150931.653668,683113.999292,478179.799504,113713.426602,79599.3986217,358353.311495,250847.318046,122457.376049,85720.1632345,386219.859723,270353.901806,215616.648098,150931.653668,683113.999292,478179.799504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25,Modoc,7.640659161,0.703636001,1.211909535,0.149005271,0.0,629.1598552,1503.094443,3133.028663,105.9954623,6.531179663,0.601462916,0.863276185,8.27049519947,0.761638236416,1.31180985569,0.16128809734,0.0,681.022861049,1503.094443,3133.028663,105.9954623,7.06955890997,0.651042803326,0.934437905606,14.9808572858,1.37960224243,2.37616197825,0.292151063495,0.0,1233.5786484,1503.094443,3133.028663,105.9954623,12.8055274261,1.17927392355,1.69260492494,30.562636644,2.814544004,4.66119051923,0.573097196154,0.0,1700.43204108,4062.41741351,8244.81227105,286.474222432,8.70823955067,0.801950554667,1.15103491333,33.0819807979,3.04655294566,5.0454225219,0.620338835923,0.0,1840.60232716,4062.41741351,8244.81227105,286.474222432,9.42607854663,0.868057071101,1.24591720747,59.9234291433,5.51840896971,9.13908453174,1.12365793652,0.0,3333.99634703,4062.41741351,8244.81227105,286.474222432,17.0740365681,1.5723652314,2.25680656659,5.3484614127,0.4925452007,0.8483366745,0.1043036897,0.0,440.41189864,1052.1661101,2193.1200641,74.19682361,4.5718257641,0.4210240412,0.6042933295,5.78934663963,0.533146765491,0.918266898986,0.112901668138,0.0,476.716002735,1052.1661101,2193.1200641,74.19682361,4.94869123698,0.455729962328,0.654106533924,10.4866001001,0.9657215697,1.66331338478,0.204505744446,0.0,863.505053881,1052.1661101,2193.1200641,74.19682361,8.96386919825,0.825491746486,1.18482344746,21.3938456508,1.9701808028,3.26283336346,0.401168037308,0.0,1190.30242876,2843.69218946,5771.36858974,200.531955703,6.09576768547,0.561365388267,0.805724439333,23.1573865585,2.13258706197,3.53179576533,0.434237185146,0.0,1288.42162901,2843.69218946,5771.36858974,200.531955703,6.59825498264,0.607639949771,0.872142045232,41.9464004003,3.8628862788,6.39735917222,0.786560555563,0.0,2333.79744292,2843.69218946,5771.36858974,200.531955703,11.9518255977,1.10065566198,1.57976459662,5388.97955223,3772.28568656,14343.4086415,10040.386049,5442.30170036,3809.61119025,14487.6405821,10141.3484075,6010.40339555,4207.28237688,16024.308043,11217.0156301,5388.97955223,3772.28568656,14343.4086415,10040.386049,5442.30170036,3809.61119025,14487.6405821,10141.3484075,6010.40339555,4207.28237688,16024.308043,11217.0156301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,26,Mono,0.596021083,0.0,0.0,0.0,0.0,18.72499569,42.20544493,451.0969673,135.5755913,0.50947447,0.0,0.0,0.645152388277,0.0,0.0,0.0,0.0,20.2685375307,42.20544493,451.0969673,135.5755913,0.551471551027,0.0,0.0,1.16860425202,0.0,0.0,0.0,0.0,36.7136502491,42.20544493,451.0969673,135.5755913,0.998914382256,0.0,0.0,2.384084332,0.0,0.0,0.0,0.0,50.6080964595,114.068770081,1187.09728237,366.420517027,0.679299293333,0.0,0.0,2.58060955311,0.0,0.0,0.0,0.0,54.7798311641,114.068770081,1187.09728237,366.420517027,0.735295401369,0.0,0.0,4.67441700807,0.0,0.0,0.0,0.0,99.2260817543,114.068770081,1187.09728237,366.420517027,1.33188584301,0.0,0.0,0.4172147581,0.0,0.0,0.0,0.0,13.107496983,29.543811451,315.76787711,94.90291391,0.356632129,0.0,0.0,0.451606671794,0.0,0.0,0.0,0.0,14.1879762715,29.543811451,315.76787711,94.90291391,0.386030085719,0.0,0.0,0.818022976413,0.0,0.0,0.0,0.0,25.6995551744,29.543811451,315.76787711,94.90291391,0.699240067579,0.0,0.0,1.6688590324,0.0,0.0,0.0,0.0,35.4256675216,79.8481390568,830.968097658,256.494361919,0.475509505333,0.0,0.0,1.80642668718,0.0,0.0,0.0,0.0,38.3458818149,79.8481390568,830.968097658,256.494361919,0.514706780958,0.0,0.0,3.27209190565,0.0,0.0,0.0,0.0,69.458257228,79.8481390568,830.968097658,256.494361919,0.932320090106,0.0,0.0,648.708494773,454.095946341,1721.25804956,1204.88063469,650.343165,455.2402155,1725.6823056,1207.97761392,667.759172413,467.431420689,1772.81895408,1240.97326786,648.708494773,454.095946341,1721.25804956,1204.88063469,650.343165,455.2402155,1725.6823056,1207.97761392,667.759172413,467.431420689,1772.81895408,1240.97326786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,27,Monterey,27.34246718,3.890693181,0.0,11.32440058,11.25817601,198.7970376,348.5857118,4883.186296,179.9457848,23.37214131,3.325736123,0.0,29.5963658094,4.21141142381,0.0,12.2578953805,12.1862117762,215.184306811,348.5857118,4883.186296,179.9457848,25.298757402,3.59988373521,0.0,53.6097200562,7.62838886794,0.0,22.2034807942,22.0736358671,389.776586859,348.5857118,4883.186296,179.9457848,45.8251972835,6.5206911052,0.0,109.36986872,15.562772724,0.0,43.5553868462,125.090844556,537.289290811,942.123545405,12850.4902526,486.339958919,31.16285508,4.43431483067,0.0,118.385463238,16.8456456952,0.0,47.1457514635,135.402353068,581.579207597,942.123545405,12850.4902526,486.339958919,33.731676536,4.79984498028,0.0,214.438880225,30.5135554718,0.0,85.3980030547,245.262620745,1053.45023475,942.123545405,12850.4902526,486.339958919,61.1002630447,8.69425480693,0.0,19.139727026,2.7234852267,0.0,7.927080406,7.880723207,139.15792632,244.00999826,3418.2304072,125.96204936,16.360498917,2.3280152861,0.0,20.7174560666,2.94798799666,0.0,8.58052676636,8.53034824332,150.629014768,244.00999826,3418.2304072,125.96204936,17.7091301814,2.51991861465,0.0,37.5268040393,5.33987220756,0.0,15.542436556,15.451545107,272.843610802,244.00999826,3418.2304072,125.96204936,32.0776380985,4.56448377364,0.0,76.558908104,10.8939409068,0.0,30.4887707923,87.5635911889,376.102503568,659.486481784,8995.34317684,340.437971243,21.813998556,3.10402038147,0.0,82.8698242663,11.7919519867,0.0,33.0020260245,94.7816471479,407.105445318,659.486481784,8995.34317684,340.437971243,23.6121735752,3.35989148619,0.0,150.107216157,21.3594888302,0.0,59.7786021383,171.683834522,737.415164328,659.486481784,8995.34317684,340.437971243,42.7701841313,6.08597836485,0.0,5691.02844458,3983.71991121,15145.4190905,10601.7933634,5714.05262494,3999.83683746,15216.8436995,10651.7905897,5959.35549343,4171.5488454,15977.8115691,11184.4680983,5691.02844458,3983.71991121,15145.4190905,10601.7933634,5714.05262494,3999.83683746,15216.8436995,10651.7905897,5959.35549343,4171.5488454,15977.8115691,11184.4680983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,28,Napa,17.57434388,2.375806261,7.87741198,7.251589843,5.629088006,411.6378219,100.8241184,1821.642944,78.880344,15.02242083,2.030821845,5.611295203,19.0230350066,2.57164910284,8.52676406472,7.84935405719,6.09310588916,445.570016697,100.8241184,1821.642944,78.880344,16.2607514274,2.19822687626,6.07384638698,34.457594824,4.65818639267,15.4450528635,14.2180183992,11.0368179355,807.088411273,100.8241184,1821.642944,78.880344,29.4541004643,3.9817837168,11.0019320131,70.29737552,9.503225044,30.2977383846,27.8907301654,62.5454222889,1112.53465378,272.497617297,4793.79722105,213.190118919,20.02989444,2.70776246,7.48172693733,76.0921400264,10.2865964113,32.7952464028,30.1898232969,67.7011765463,1204.24328837,272.497617297,4793.79722105,213.190118919,21.6810019033,2.93096916834,8.09846184931,137.830379296,18.6327455707,59.4040494752,54.6846861509,122.631310395,2181.32003047,272.497617297,4793.79722105,213.190118919,39.2721339524,5.30904495573,14.6692426842,12.302040716,1.6630643827,5.514188386,5.0761128901,3.9403616042,288.14647533,70.57688288,1275.1500608,55.2162408,10.515694581,1.4215752915,3.9279066421,13.3161245046,1.80015437199,5.9687348453,5.49454784003,4.26517412242,311.899011688,70.57688288,1275.1500608,55.2162408,11.3825259992,1.53875881338,4.25169247089,24.1203163768,3.26073047487,10.8115370045,9.95261287946,7.72577255485,564.961887891,70.57688288,1275.1500608,55.2162408,20.617870325,2.78724860176,7.70135240919,49.208162864,6.6522575308,21.2084168692,19.5235111158,43.7817956022,778.774257649,190.748332108,3355.65805474,149.233083243,14.020926108,1.895433722,5.23720885613,53.2644980185,7.20061748794,22.9566724819,21.1328763078,47.3908235824,842.970301859,190.748332108,3355.65805474,149.233083243,15.1767013323,2.05167841784,5.66892329452,96.4812655073,13.0429218995,41.5828346326,38.2792803056,85.8419172762,1526.92402133,190.748332108,3355.65805474,149.233083243,27.4904937667,3.71633146901,10.2684698789,2476.35800615,1733.4506043,6622.77348629,4635.9414404,2515.51415591,1760.85990914,6733.50366124,4713.45256287,2932.68930428,2052.882513,7913.23858022,5539.26700615,2476.35800615,1733.4506043,6622.77348629,4635.9414404,2515.51415591,1760.85990914,6733.50366124,4713.45256287,2932.68930428,2052.882513,7913.23858022,5539.26700615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,29,Nevada,42.681732,4.221816005,0.0,1.887400096,29.80105415,453.1448957,263.7282035,3825.696684,293.3362793,36.48403287,3.608777495,0.0,46.2000793613,4.56982941741,0.0,2.0429825627,32.2576194139,490.498608246,263.7282035,3825.696684,293.3362793,39.491490505,3.90625681887,0.0,83.6850489376,8.27761345261,0.0,3.70058013106,58.4302126009,888.470336032,263.7282035,3825.696684,293.3362793,71.5333687997,7.07564353935,0.0,170.726928,16.88726402,0.0,7.25923113846,331.122823889,1224.71593432,712.778928378,10067.6228526,792.800754865,48.64537716,4.81170332667,0.0,184.800317445,18.2793176697,0.0,7.85762524114,358.417993487,1325.67191418,712.778928378,10067.6228526,792.800754865,52.6553206733,5.20834242516,0.0,334.74019575,33.1104538104,0.0,14.2330005041,649.224584454,2401.27117847,712.778928378,10067.6228526,792.800754865,95.3778250663,9.4341913858,0.0,29.8772124,2.9552712035,0.0,1.3211800672,20.860737905,317.20142699,184.60974245,2677.9876788,205.33539551,25.538823009,2.5261442465,0.0,32.3400555529,3.19888059219,0.0,1.43008779389,22.5803335897,343.349025772,184.60974245,2677.9876788,205.33539551,27.6440433535,2.73437977321,0.0,58.5795342563,5.79432941683,0.0,2.59040609174,40.9011488206,621.929235222,184.60974245,2677.9876788,205.33539551,50.0733581598,4.95295047754,0.0,119.5088496,11.821084814,0.0,5.08146179692,231.785976722,857.301154027,498.945249865,7047.33599684,554.960528405,34.051764012,3.36819232867,0.0,129.360222212,12.7955223688,0.0,5.5003376688,250.892595441,927.970339924,498.945249865,7047.33599684,554.960528405,36.8587244713,3.64583969761,0.0,234.318137025,23.1773176673,0.0,9.96310035286,454.457209118,1680.88982493,498.945249865,7047.33599684,554.960528405,66.7644775464,6.60393397006,0.0,4954.59087512,3468.21361258,13377.3717977,9364.16025841,5001.72803312,3501.20962319,13526.093367,9468.2653569,5503.93397029,3852.75377921,15110.5939653,10577.4157757,4954.59087512,3468.21361258,13377.3717977,9364.16025841,5001.72803312,3501.20962319,13526.093367,9468.2653569,5503.93397029,3852.75377921,15110.5939653,10577.4157757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,30,Orange,3.642351063,0.0,0.0,0.0,5.13240377,0.0,0.0,4565.199909,0.0,3.113455094,0.0,0.0,3.9425979286,0.0,0.0,0.0,5.55547889875,0.0,0.0,4565.199909,0.0,3.37010392246,0.0,0.0,7.14147042943,0.0,0.0,0.0,10.0629810585,0.0,0.0,4565.199909,0.0,6.10447677958,0.0,0.0,14.569404252,0.0,0.0,0.0,57.0267085556,0.0,0.0,12013.6839711,0.0,4.15127345867,0.0,0.0,15.7703917144,0.0,0.0,0.0,61.7275433195,0.0,0.0,12013.6839711,0.0,4.49347189662,0.0,0.0,28.5658817177,0.0,0.0,0.0,111.81090065,0.0,0.0,12013.6839711,0.0,8.13930237278,0.0,0.0,2.5496457441,0.0,0.0,0.0,3.592682639,0.0,0.0,3195.6399363,0.0,2.1794185658,0.0,0.0,2.75981855002,0.0,0.0,0.0,3.88883522913,0.0,0.0,3195.6399363,0.0,2.35907274572,0.0,0.0,4.9990293006,0.0,0.0,0.0,7.04408674095,0.0,0.0,3195.6399363,0.0,4.27313374571,0.0,0.0,10.1985829764,0.0,0.0,0.0,39.9186959889,0.0,0.0,8409.57877974,0.0,2.90589142107,0.0,0.0,11.0392742001,0.0,0.0,0.0,43.2092803236,0.0,0.0,8409.57877974,0.0,3.14543032763,0.0,0.0,19.9961172024,0.0,0.0,0.0,78.267630455,0.0,0.0,8409.57877974,0.0,5.69751166094,0.0,0.0,4577.08811893,3203.96168325,12089.4313573,8462.60195012,4578.06808975,3204.64766282,12095.675378,8466.97276459,4588.50883727,3211.95618609,12162.2000558,8513.54003906,4577.08811893,3203.96168325,12089.4313573,8462.60195012,4578.06808975,3204.64766282,12095.675378,8466.97276459,4588.50883727,3211.95618609,12162.2000558,8513.54003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
