,OBJECTID,County,Mlr_wet16,Mpl_wet16,Mbr_wet16,Mtk_wet16,Mhg_wet16,Mgt_wet16,Msh_wet16,Meq_wet16,Mdk_wet16,Blr_wet16,Bpl_wet16,Bbr_wet16,Mlr_wet20,Mpl_wet20,Mbr_wet20,Mtk_wet20,Mhg_wet20,Mgt_wet20,Msh_wet20,Meq_wet20,Mdk_wet20,Blr_wet20,Bpl_wet20,Bbr_wet20,Mlr_wet50,Mpl_wet50,Mbr_wet50,Mtk_wet50,Mhg_wet50,Mgt_wet50,Msh_wet50,Meq_wet50,Mdk_wet50,Blr_wet50,Bpl_wet50,Bbr_wet50,Mlr_wet16_wt,Mpl_wet16_wt,Mbr_wet16_wt,Mtk_wet16_wt,Mhg_wet16_wt,Mgt_wet16_wt,Msh_wet16_wt,Meq_wet16_wt,Mdk_wet16_wt,Blr_wet16_wt,Bpl_wet16_wt,Bbr_wet16_wt,Mlr_wet20_wt,Mpl_wet20_wt,Mbr_wet20_wt,Mtk_wet20_wt,Mhg_wet20_wt,Mgt_wet20_wt,Msh_wet20_wt,Meq_wet20_wt,Mdk_wet20_wt,Blr_wet20_wt,Bpl_wet20_wt,Bbr_wet20_wt,Mlr_wet50_wt,Mpl_wet50_wt,Mbr_wet50_wt,Mtk_wet50_wt,Mhg_wet50_wt,Mgt_wet50_wt,Msh_wet50_wt,Meq_wet50_wt,Mdk_wet50_wt,Blr_wet50_wt,Bpl_wet50_wt,Bbr_wet50_wt,Mlr_wet16_tech,Mpl_wet16_tech,Mbr_wet16_tech,Mtk_wet16_tech,Mhg_wet16_tech,Mgt_wet16_tech,Msh_wet16_tech,Meq_wet16_tech,Mdk_wet16_tech,Blr_wet16_tech,Bpl_wet16_tech,Bbr_wet16_tech,Mlr_wet20_tech,Mpl_wet20_tech,Mbr_wet20_tech,Mtk_wet20_tech,Mhg_wet20_tech,Mgt_wet20_tech,Msh_wet20_tech,Meq_wet20_tech,Mdk_wet20_tech,Blr_wet20_tech,Bpl_wet20_tech,Bbr_wet20_tech,Mlr_wet50_tech,Mpl_wet50_tech,Mbr_wet50_tech,Mtk_wet50_tech,Mhg_wet50_tech,Mgt_wet50_tech,Msh_wet50_tech,Meq_wet50_tech,Mdk_wet50_tech,Blr_wet50_tech,Bpl_wet50_tech,Bbr_wet50_tech,Mlr_wet16_wt_tech,Mpl_wet16_wt_tech,Mbr_wet16_wt_tech,Mtk_wet16_wt_tech,Mhg_wet16_wt_tech,Mgt_wet16_wt_tech,Msh_wet16_wt_tech,Meq_wet16_wt_tech,Mdk_wet16_wt_tech,Blr_wet16_wt_tech,Bpl_wet16_wt_tech,Bbr_wet16_wt_tech,Mlr_wet20_wt_tech,Mpl_wet20_wt_tech,Mbr_wet20_wt_tech,Mtk_wet20_wt_tech,Mhg_wet20_wt_tech,Mgt_wet20_wt_tech,Msh_wet20_wt_tech,Meq_wet20_wt_tech,Mdk_wet20_wt_tech,Blr_wet20_wt_tech,Bpl_wet20_wt_tech,Bbr_wet20_wt_tech,Mlr_wet50_wt_tech,Mpl_wet50_wt_tech,Mbr_wet50_wt_tech,Mtk_wet50_wt_tech,Mhg_wet50_wt_tech,Mgt_wet50_wt_tech,Msh_wet50_wt_tech,Meq_wet50_wt_tech,Mdk_wet50_wt_tech,Blr_wet50_wt_tech,Bpl_wet50_wt_tech,Bbr_wet50_wt_tech,tot_16,tot_16_tech,tot_16_wt,tot_16_wt_tech,tot_20,tot_20_tech,tot_20_wt,tot_20_wt_tech,tot_50,tot_50_tech,tot_50_wt,tot_50_wt_tech,tot_wet_16,tot_wet_16_tech,tot_wet_16_wt,tot_wet_16_wt_tech,tot_wet_20,tot_wet_20_tech,tot_wet_20_wt,tot_wet_20_wt_tech,tot_wet_50,tot_wet_50_tech,tot_wet_50_wt,tot_wet_50_wt_tech,tot_dry_16,tot_dry_16_tech,tot_dry_16_wt,tot_dry_16_wt_tech,tot_dry_20,tot_dry_20_tech,tot_dry_20_wt,tot_dry_20_wt_tech,tot_dry_50,tot_dry_50_tech,tot_dry_50_wt,tot_dry_50_wt_tech
10,11,Glenn,12.67372608,2.301303626,2.82116646,0.372513177,50.99291488,349.2211696,359.4162096,2874.202535,88.74038701,10.83340852,1.967137537,2.009593742,13.718448696,2.49100505471,3.05372130502,0.403220242809,55.1963709983,378.008224928,359.4162096,2874.202535,88.74038701,11.7264297845,2.12929293319,2.17524889488,24.8490709615,4.5121108619,5.53139346047,0.730377657756,99.9805860082,684.709577109,359.4162096,2874.202535,88.74038701,21.2408044303,3.85691942049,3.94016228404,50.69490432,9.205214504,10.8506402308,1.43274298846,566.587943111,943.840998919,971.395161081,7563.69088158,239.838883811,14.4445446933,2.62285004933,2.67945832267,54.8737947841,9.96402021883,11.7450819424,1.55084708773,613.293011092,1021.64385116,971.395161081,7563.69088158,239.838883811,15.6352397126,2.83905724426,2.90033185983,99.3962838459,18.0484434476,21.2745902326,2.80914483752,1110.89540009,1850.56642462,971.395161081,7563.69088158,239.838883811,28.3210725737,5.14255922732,5.25354971205,8.871608256,1.6109125382,1.974816522,0.2607592239,35.695040416,244.45481872,251.59134672,2011.9417745,62.118270907,7.583385964,1.3769962759,1.4067156194,9.60291408722,1.74370353829,2.13760491351,0.282254169966,38.6374596988,264.605757449,251.59134672,2011.9417745,62.118270907,8.20850084913,1.49050505323,1.52267422641,17.394349673,3.15847760333,3.87197542233,0.511264360429,69.9864102057,479.296703977,251.59134672,2011.9417745,62.118270907,14.8685631012,2.69984359434,2.75811359883,35.486433024,6.4436501528,7.59544816154,1.00292009192,396.611560178,660.688699243,679.976612757,5294.58361711,167.887218668,10.1111812853,1.83599503453,1.87562082587,38.4116563489,6.97481415318,8.22155735966,1.08559296141,429.305107764,715.150695809,679.976612757,5294.58361711,167.887218668,10.9446677988,1.98734007098,2.03023230188,69.5773986921,12.6339104133,14.8922131628,1.96640138627,777.626780063,1295.39649723,679.976612757,5294.58361711,167.887218668,19.8247508016,3.59979145912,3.67748479844,3755.55206523,2628.88644566,10377.2842236,7264.09895653,3791.26109445,2653.88276611,10509.3701616,7356.5591131,4171.7101338,2920.19709366,11916.6323951,8341.64267654,3755.55206523,2628.88644566,10377.2842236,7264.09895653,3791.26109445,2653.88276611,10509.3701616,7356.5591131,4171.7101338,2920.19709366,11916.6323951,8341.64267654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12,Humbolt,25.40539866,1.630779908,5.533062387,3.675463345,72.84702126,930.0081193,477.993412,4269.398619,177.480774,21.71634928,1.393978758,3.941351107,27.4996205472,1.7652086183,5.98916467098,3.97843972753,78.851958572,1006.67069739,477.993412,4269.398619,177.480774,23.5064748585,1.50888743802,4.26624519207,49.8117562366,3.19743107912,10.8485428059,7.20639288712,142.829408589,1823.4446291,477.993412,4269.398619,177.480774,42.5787255363,2.73314073996,7.72771264928,101.62159464,6.523119632,21.2810091808,14.1363974808,809.411347333,2513.53545757,1291.87408649,11235.2595237,479.677767568,28.9551323733,1.858638344,5.25513480933,109.998482189,7.0608344732,23.0352487345,15.3016912597,876.132873023,2720.73161457,1291.87408649,11235.2595237,479.677767568,31.341966478,2.01184991735,5.68832692276,199.247024947,12.7897243165,41.725164638,27.7168957197,1586.99342876,4928.22872729,1291.87408649,11235.2595237,479.677767568,56.7716340484,3.64418765328,10.3036168657,17.783779062,1.1415459356,3.8731436709,2.5728243415,50.992914882,651.00568351,334.5953884,2988.5790333,124.2365418,15.201444496,0.9757851306,2.7589457749,19.249734383,1.23564603281,4.19241526968,2.78490780927,55.1963710004,704.669488174,334.5953884,2988.5790333,124.2365418,16.4545324009,1.05622120661,2.98637163445,34.8682293656,2.23820175538,7.59397996411,5.04447502098,99.9805860121,1276.41124037,334.5953884,2988.5790333,124.2365418,29.8051078754,1.91319851797,5.40939885449,71.135116248,4.5661837424,14.8967064265,9.89547823654,566.587943133,1759.4748203,904.311860541,7864.68166658,335.774437297,20.2685926613,1.3010468408,3.67859436653,76.9989375322,4.94258413124,16.1246741142,10.7111838818,613.293011116,1904.5121302,904.311860541,7864.68166658,335.774437297,21.9393765346,1.40829494215,3.98182884593,139.472917463,8.95280702153,29.2076152466,19.4018270038,1110.89540013,3449.7601091,904.311860541,7864.68166658,335.774437297,39.7401438339,2.55093135729,7.21253180599,5991.024329,4193.7170303,16509.3892091,11556.5724464,6078.90950202,4255.23665141,16798.1142653,11758.6799857,7015.25054462,4910.67538123,19874.231782,13911.9622474,5991.024329,4193.7170303,16509.3892091,11556.5724464,6078.90950202,4255.23665141,16798.1142653,11758.6799857,7015.25054462,4910.67538123,19874.231782,13911.9622474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,13,Imperial,1.622501837,0.0,0.0,0.0,0.0,94.8733115,6333.384796,384.541677,24.6501075,1.386902724,0.0,0.0,1.75624816803,0.0,0.0,0.0,0.0,102.693923493,6333.384796,384.541677,24.6501075,1.50122811125,0.0,0.0,3.18120046372,0.0,0.0,0.0,0.0,186.015827937,6333.384796,384.541677,24.6501075,2.71926692969,0.0,0.0,6.490007348,0.0,0.0,0.0,0.0,256.414355405,17117.2562054,1011.95178158,66.6219121622,1.849203632,0.0,0.0,7.02499267211,0.0,0.0,0.0,0.0,277.551144576,17117.2562054,1011.95178158,66.6219121622,2.00163748167,0.0,0.0,12.7248018549,0.0,0.0,0.0,0.0,502.74548091,17117.2562054,1011.95178158,66.6219121622,3.62568923959,0.0,0.0,1.1357512859,0.0,0.0,0.0,0.0,66.41131805,4433.3693572,269.1791739,17.25507525,0.9708319068,0.0,0.0,1.22937371762,0.0,0.0,0.0,0.0,71.8857464453,4433.3693572,269.1791739,17.25507525,1.05085967787,0.0,0.0,2.2268403246,0.0,0.0,0.0,0.0,130.211079556,4433.3693572,269.1791739,17.25507525,1.90348685078,0.0,0.0,4.5430051436,0.0,0.0,0.0,0.0,179.490048784,11982.0793438,708.366247105,46.6353385135,1.2944425424,0.0,0.0,4.91749487048,0.0,0.0,0.0,0.0,194.285801204,11982.0793438,708.366247105,46.6353385135,1.40114623717,0.0,0.0,8.90736129841,0.0,0.0,0.0,0.0,351.921836637,11982.0793438,708.366247105,46.6353385135,2.53798246771,0.0,0.0,6840.45929656,4788.32150759,18460.5834655,12922.4084259,6848.52798027,4793.96958619,18482.4076739,12937.6853717,6934.49287583,4854.14501308,18714.9258712,13100.4481098,6840.45929656,4788.32150759,18460.5834655,12922.4084259,6848.52798027,4793.96958619,18482.4076739,12937.6853717,6934.49287583,4854.14501308,18714.9258712,13100.4481098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,14,Inyo,2.417196614,0.0,0.0,0.0,3.145666827,0.0,24.56401557,2731.231911,194.7358493,2.066202017,0.0,0.0,2.61645135204,0.0,0.0,0.0,3.40497093819,0.0,24.56401557,2731.231911,194.7358493,2.23652351226,0.0,0.0,4.73933946575,0.0,0.0,0.0,6.16763355243,0.0,24.56401557,2731.231911,194.7358493,4.05115277205,0.0,0.0,9.668786456,0.0,0.0,0.0,34.9518536333,0.0,66.3892312703,7187.45239737,526.313106216,2.75493602267,0.0,0.0,10.4658054081,0.0,0.0,0.0,37.8330104243,0.0,66.3892312703,7187.45239737,526.313106216,2.98203134968,0.0,0.0,18.957357863,0.0,0.0,0.0,68.5292616936,0.0,66.3892312703,7187.45239737,526.313106216,5.4015370294,0.0,0.0,1.6920376298,0.0,0.0,0.0,2.2019667789,0.0,17.194810899,1911.8623377,136.31509451,1.4463414119,0.0,0.0,1.83151594643,0.0,0.0,0.0,2.38347965673,0.0,17.194810899,1911.8623377,136.31509451,1.56556645858,0.0,0.0,3.31753762603,0.0,0.0,0.0,4.3173434867,0.0,17.194810899,1911.8623377,136.31509451,2.83580694043,0.0,0.0,6.7681505192,0.0,0.0,0.0,24.4662975433,0.0,46.4724618892,5031.21667816,368.419174351,1.92845521587,0.0,0.0,7.3260637857,0.0,0.0,0.0,26.483107297,0.0,46.4724618892,5031.21667816,368.419174351,2.08742194477,0.0,0.0,13.2701505041,0.0,0.0,0.0,47.9704831855,0.0,46.4724618892,5031.21667816,368.419174351,3.78107592058,0.0,0.0,2958.16084133,2070.71258893,7827.53031097,5479.27121768,2958.78972167,2071.15280517,7831.43558204,5482.00490743,2965.48990166,2075.84293116,7873.04289144,5511.13002401,2958.16084133,2070.71258893,7827.53031097,5479.27121768,2958.78972167,2071.15280517,7831.43558204,5482.00490743,2965.48990166,2075.84293116,7873.04289144,5511.13002401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,15,Kern,0.0,0.0,5.592664495,0.943700048,195.5280275,886.628546,12792.38103,8657.117755,769.083354,0.0,0.0,3.983807313,0.0,0.0,6.05367990948,1.02149128135,211.645825147,959.715252164,12792.38103,8657.117755,769.083354,0.0,0.0,4.31220115483,0.0,0.0,10.9654032305,1.85029006553,383.367117108,1738.39133945,12792.38103,8657.117755,769.083354,0.0,0.0,7.81095551479,0.0,0.0,21.5102480577,3.62961556923,2172.53363889,2396.29336757,34574.0027838,22781.8888289,2078.60365946,0.0,0.0,5.311743084,0.0,0.0,23.2833842672,3.92881262057,2351.62027942,2593.82500585,34574.0027838,22781.8888289,2078.60365946,0.0,0.0,5.74960153978,0.0,0.0,42.1746278096,7.11650025204,4259.63463453,4698.35497148,34574.0027838,22781.8888289,2078.60365946,0.0,0.0,10.4146073531,0.0,0.0,3.9148651465,0.6605900336,136.86961925,620.6399822,8954.666721,6059.9824285,538.3583478,0.0,0.0,2.7886651191,0.0,0.0,4.23757593663,0.715043896944,148.152077603,671.800676515,8954.666721,6059.9824285,538.3583478,0.0,0.0,3.01854080838,0.0,0.0,7.67578226134,1.29520304587,268.356981975,1216.87393761,8954.666721,6059.9824285,538.3583478,0.0,0.0,5.46766886036,0.0,0.0,15.0571736404,2.54073089846,1520.77354722,1677.4053573,24201.8019486,15947.3221803,1455.02256162,0.0,0.0,3.7182201588,0.0,0.0,16.2983689871,2.7501688344,1646.13419559,1815.67750409,24201.8019486,15947.3221803,1455.02256162,0.0,0.0,4.02472107785,0.0,0.0,29.5222394667,4.98155017643,2981.74424417,3288.84848004,24201.8019486,15947.3221803,1455.02256162,0.0,0.0,7.29022514714,23311.2588844,16317.881219,64033.7738854,44823.6417198,23401.3305887,16380.9314121,64412.9023559,45089.0316491,24360.9672444,17052.6770711,68452.1906136,47916.5334295,23311.2588844,16317.881219,64033.7738854,44823.6417198,23401.3305887,16380.9314121,64412.9023559,45089.0316491,24360.9672444,17052.6770711,68452.1906136,47916.5334295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,16,Kings,0.0,2.63242645,0.0,0.0,18.87400096,1873.747902,1954.067438,2750.951997,177.480774,0.0,2.250178909,0.0,0.0,2.84942304831,0.0,0.0,20.429825627,2028.20498886,1954.067438,2750.951997,177.480774,0.0,2.43566601686,0.0,0.0,5.16133544658,0.0,0.0,37.0058013106,3673.8126015,1954.067438,2750.951997,177.480774,0.0,4.41187185464,0.0,0.0,10.5297058,0.0,0.0,209.711121778,5064.18351892,5281.26334595,7239.34736053,479.677767568,0.0,3.00023854533,0.0,0.0,11.3976921933,0.0,0.0,226.998062522,5481.63510502,5281.26334595,7239.34736053,479.677767568,0.0,3.24755468914,0.0,0.0,20.6453417863,0.0,0.0,411.175570118,9929.22324731,5281.26334595,7239.34736053,479.677767568,0.0,5.88249580618,0.0,0.0,1.842698515,0.0,0.0,13.211800672,1311.6235314,1367.8472066,1925.6663979,124.2365418,0.0,1.5751252363,0.0,0.0,1.99459613382,0.0,0.0,14.3008779389,1419.7434922,1367.8472066,1925.6663979,124.2365418,0.0,1.7049662118,0.0,0.0,3.6129348126,0.0,0.0,25.9040609174,2571.66882105,1367.8472066,1925.6663979,124.2365418,0.0,3.08831029825,0.0,0.0,7.37079406,0.0,0.0,146.797785244,3544.92846324,3696.88434216,5067.54315237,335.774437297,0.0,2.10016698173,0.0,0.0,7.97838453528,0.0,0.0,158.898643765,3837.14457351,3696.88434216,5067.54315237,335.774437297,0.0,2.2732882824,0.0,0.0,14.4517392504,0.0,0.0,287.822899083,6950.45627311,3696.88434216,5067.54315237,335.774437297,0.0,4.11774706433,0.0,6780.00471732,4746.00330212,18287.7130591,12801.3991414,6936.42011255,4855.49407878,18723.5668885,13106.4968219,8602.89181911,6022.02427338,23367.2151291,16357.0505903,6780.00471732,4746.00330212,18287.7130591,12801.3991414,6936.42011255,4855.49407878,18723.5668885,13106.4968219,8602.89181911,6022.02427338,23367.2151291,16357.0505903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,17,Lake,35.00796056,14.87569286,0.0,1.837731673,35.09901933,548.3302905,142.6945995,2336.830191,248.9660858,29.92454907,12.71563364,0.0,37.8937423662,16.1019283539,0.0,1.98921986431,37.9923073073,593.530340739,142.6945995,2336.830191,248.9660858,32.3912942869,13.7638107867,0.0,68.6392692,29.1664144503,0.0,3.60319644454,68.8178059478,1075.09805822,142.6945995,2336.830191,248.9660858,58.6723461306,24.9312381099,0.0,140.03184224,59.50277144,0.0,7.06819874231,389.989103667,1481.97375811,385.66107973,6149.55313421,672.881312973,39.89939876,16.9541781867,0.0,151.574969465,64.4077134158,0.0,7.65084563195,422.136747858,1604.13605605,385.66107973,6149.55313421,672.881312973,43.1883923825,18.3517477156,0.0,274.5570768,116.665657801,0.0,13.8584478636,764.642288309,2905.67042761,385.66107973,6149.55313421,672.881312973,78.2297948408,33.2416508132,0.0,24.505572392,10.412985002,0.0,1.2864121711,24.569313531,383.83120335,99.88621965,1635.7811337,174.27626006,20.947184349,8.900943548,0.0,26.5256196563,11.2713498478,0.0,1.39245390501,26.5946151151,415.471238518,99.88621965,1635.7811337,174.27626006,22.6739060008,9.6346675507,0.0,48.04748844,20.4164901152,0.0,2.52223751118,48.1724641635,752.568640751,99.88621965,1635.7811337,174.27626006,41.0706422914,17.4518666769,0.0,98.022289568,41.651940008,0.0,4.94773911962,272.992372567,1037.38163068,269.962755811,4304.68719395,471.016919081,27.929579132,11.8679247307,0.0,106.102478625,45.085399391,0.0,5.35559194236,295.495723501,1122.89523924,269.962755811,4304.68719395,471.016919081,30.2318746677,12.8462234009,0.0,192.18995376,81.6659604609,0.0,9.70091350453,535.249601816,2033.96929933,269.962755811,4304.68719395,471.016919081,54.7608563886,23.2691555693,0.0,3406.28175393,2384.39722775,9343.51477806,6540.46034464,3462.15352,2423.507464,9519.54199943,6663.6793996,4057.4192048,2840.19344336,11394.9608709,7976.47260966,3406.28175393,2384.39722775,9343.51477806,6540.46034464,3462.15352,2423.507464,9519.54199943,6663.6793996,4057.4192048,2840.19344336,11394.9608709,7976.47260966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,18,Lassen,9.859182081,0.82780706,0.407281073,0.894031624,17.21838684,0.0,892.3436928,3692.586104,56.69524725,8.427556856,0.70760343,0.290117406,10.6718957558,0.896044984019,0.440854131575,0.967728581875,18.6377356589,0.0,892.3436928,3692.586104,56.69524725,9.12225857116,0.765932709158,0.31403241043,19.3306620016,1.62306146168,0.798546238127,1.75290637705,33.7596783873,0.0,892.3436928,3692.586104,56.69524725,16.5237087361,1.38738108538,0.568826244417,39.436728324,3.31122824,1.56646566538,3.43858316923,191.315409333,0.0,2411.73971027,9717.33185263,153.230397973,11.2367424747,0.94347124,0.386823208,42.6875830231,3.58417993608,1.69559281375,3.72203300721,207.085951766,0.0,2411.73971027,9717.33185263,153.230397973,12.1630114282,1.02124361221,0.418709880574,77.3226480062,6.49224584672,3.07133168511,6.74194760403,375.107537636,0.0,2411.73971027,9717.33185263,153.230397973,22.0316116481,1.84984144717,0.758434992555,6.9014274567,0.579464942,0.2850967511,0.6258221368,12.052870788,0.0,624.64058496,2584.8102728,39.686673075,5.8992897992,0.495322401,0.2030821842,7.47032702904,0.627231488813,0.308597892102,0.677410007312,13.0464149613,0.0,624.64058496,2584.8102728,39.686673075,6.38558099981,0.536152896411,0.219822687301,13.5314634011,1.13614302318,0.558982366689,1.22703446393,23.6317748711,0.0,624.64058496,2584.8102728,39.686673075,11.5665961152,0.971166759764,0.398178371092,27.6057098268,2.317859768,1.09652596577,2.40700821846,133.920786533,0.0,1688.21779719,6802.13229684,107.261278581,7.86571973227,0.660429868,0.2707762456,29.8813081162,2.50892595525,1.18691496962,2.60542310505,144.960166236,0.0,1688.21779719,6802.13229684,107.261278581,8.51410799975,0.714870528548,0.293096916401,54.1258536044,4.54457209271,2.14993217957,4.71936332282,262.575276345,0.0,1688.21779719,6802.13229684,107.261278581,15.4221281537,1.29488901302,0.530904494789,4680.25701042,3276.17990729,12533.9374125,8773.75618877,4683.44152685,3278.4090688,12554.6802663,8788.27618644,4717.36981458,3302.15887021,12775.6775597,8942.97429182,4680.25701042,3276.17990729,12533.9374125,8773.75618877,4683.44152685,3278.4090688,12554.6802663,8788.27618644,4717.36981458,3302.15887021,12775.6775597,8942.97429182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,19,Los Angeles,29.62721467,20.05776506,4.529760231,5.041344994,39.56917745,398.530325,111.5429616,14834.43469,847.9636981,25.32512677,17.14523112,3.226671643,32.06944997,21.7111699587,4.90315815112,5.45691395116,42.8309502166,431.382040515,111.5429616,14834.43469,847.9636981,27.4127316719,18.5585495549,3.49265315614,58.089369699,39.3267792091,8.88139231573,9.88444429889,77.582337833,781.388856261,111.5429616,14834.43469,847.9636981,49.6543690659,33.6162437205,6.32645775364,118.50885868,80.23106024,17.4221547346,19.3897884385,439.657527222,1077.10898649,301.467463784,39037.9860263,2291.79377865,33.7668356933,22.86030816,4.30222885733,128.27779988,86.8446798347,18.8583005812,20.9881305814,475.899446851,1165.8974068,301.467463784,39037.9860263,2291.79377865,36.5503088959,24.7447327399,4.65687087486,232.357478796,157.307116836,34.1592012143,38.0170934573,862.025975923,2111.86177368,301.467463784,39037.9860263,2291.79377865,66.2058254211,44.8216582939,8.43527700485,20.739050269,14.040435542,3.1708321617,3.5289414958,27.698424215,278.9712275,78.08007312,10384.104283,593.57458867,17.727588739,12.001661784,2.2586701501,22.448614979,15.1978189711,3.43221070579,3.81983976581,29.9816651516,301.967428361,78.08007312,10384.104283,593.57458867,19.1889121703,12.9909846884,2.4448572093,40.6625587893,27.5287454463,6.21697462101,6.91911100922,54.3076364831,546.972199383,78.08007312,10384.104283,593.57458867,34.7580583461,23.5313706043,4.42852042754,82.956201076,56.161742168,12.1955083142,13.5728519069,307.760269056,753.976290541,211.027224649,27326.5902184,1604.25564505,23.6367849853,16.002215712,3.01156020013,89.7944599161,60.7912758843,13.2008104069,14.691691407,333.129612796,816.128184759,211.027224649,27326.5902184,1604.25564505,25.5852162271,17.3213129179,3.2598096124,162.650235157,110.114981785,23.91144085,26.6119654201,603.418183146,1478.30324158,211.027224649,27326.5902184,1604.25564505,46.3440777948,31.3751608058,5.90469390339,16336.9939666,11435.8957766,43444.4950173,30411.1465121,16381.7589668,11467.2312768,43593.9649458,30515.775462,16858.6915999,11801.0841199,45186.4386694,31630.5070686,16336.9939666,11435.8957766,43444.4950173,30411.1465121,16381.7589668,11467.2312768,43593.9649458,30515.775462,16858.6915999,11801.0841199,45186.4386694,31630.5070686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,20,Madera,10.57109615,1.034758825,6160.612985,0.0,66.5556876,301.4724306,171.8364544,4454.274426,179.9457848,9.036095806,0.884504288,4388.372498,11.4424944392,1.12005623002,6668.44562028,0.0,72.0420166892,326.323454235,171.8364544,4454.274426,179.9457848,9.78096070126,0.957415886989,4750.11552189,20.7264948535,2.0288268271,12078.9662223,0.0,130.494141472,591.089768993,171.8364544,4454.274426,179.9457848,17.7168564699,1.7342263577,8604.17677641,42.2843846,4.1390353,23694.6653269,0.0,739.50764,814.790352973,464.42284973,11721.7748053,486.339958919,12.0481277413,1.17933905067,5851.16333067,45.7699777568,4.4802249201,25647.8677703,0.0,800.466852102,881.955281716,464.42284973,11721.7748053,486.339958919,13.041280935,1.27655451599,6333.48736253,82.905979414,8.1153073084,46457.5623933,0.0,1449.93490525,1597.5399162,464.42284973,11721.7748053,486.339958919,23.6224752932,2.31230181027,11472.2357019,7.399767305,0.7243311775,4312.4290895,0.0,46.58898132,211.03070142,120.28551808,3117.9920982,125.96204936,6.3252670642,0.6191530016,3071.8607486,8.00974610745,0.784039361017,4667.91193419,0.0,50.4294116824,228.426417964,120.28551808,3117.9920982,125.96204936,6.84667249088,0.670191120892,3325.08086533,14.5085463975,1.42017877897,8455.27635558,0.0,91.3458990304,413.762838295,120.28551808,3117.9920982,125.96204936,12.4017995289,1.21395845039,6022.92374349,29.59906922,2.89732471,16586.2657288,0.0,517.655348,570.353247081,325.095994811,8205.24236368,340.437971243,8.43368941893,0.825537335467,4095.81433147,32.0389844298,3.13615744407,17953.5074392,0.0,560.326796471,617.368697201,325.095994811,8205.24236368,340.437971243,9.12889665451,0.89358816119,4433.44115377,58.0341855898,5.68071511588,32520.2936753,0.0,1014.95443367,1118.27794134,325.095994811,8205.24236368,340.437971243,16.5357327052,1.61861126719,8030.56499132,15744.5967215,11021.217705,43832.3151512,30682.6206058,16646.2842056,11652.3989439,46400.8829187,32480.6180431,26252.9899788,18377.0929852,73766.7665943,51636.736616,15744.5967215,11021.217705,43832.3151512,30682.6206058,16646.2842056,11652.3989439,46400.8829187,32480.6180431,26252.9899788,18377.0929852,73766.7665943,51636.736616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
