,OBJECTID,COUNTY,Pcn_wet50,Pdeh_wet50,Pff_wet50,Pwn_wet50,Pbry_wet50,Pdst_wet50,Prm_wet50,Ppm_wet50,Pah_dry50,Pas_dry50,Pws_dry50,Potns_dry50,Prh_dry50,Pcgt_dry50,Pcn_dry50,Pdeh_dry50,Pbky_wet50,Ptll_wet50,Pgrc_dry50,PPt_dry50,Pcn_wet20,Pdeh_wet20,Pff_wet20,Pwn_wet20,Pbry_wet20,Pdst_wet20,Prm_wet20,Ppm_wet20,Pah_dry20,Pas_dry20,Pws_dry20,Potns_dry20,Prh_dry20,Pcgt_dry20,Pcn_dry20,Pdeh_dry20,Pbky_wet20,Ptll_wet20,Pgrc_dry20,PPt_dry20,Pcn_wet16,Pdeh_wet16,Pff_wet16,Pwn_wet16,Pbry_wet16,Pdst_wet16,Prm_wet16,Ppm_wet16,Pah_dry16,Pas_dry16,Pws_dry16,Potns_dry16,Prh_dry16,Pcgt_dry16,Pcn_dry16,Pdeh_dry16,Pbky_wet16,Ptll_wet16,Pgrc_dry16,PPt_dry16,Pcn_wet50_wt,Pdeh_wet50_wt,Pff_wet50_wt,Pwn_wet50_wt,Pbry_wet50_wt,Pdst_wet50_wt,Prm_wet50_wt,Ppm_wet50_wt,Pah_dry50_wt,Pas_dry50_wt,Pws_dry50_wt,Potns_dry50_wt,Prh_dry50_wt,Pcgt_dry50_wt,Pcn_dry50_wt,Pdeh_dry50_wt,Pbky_wet50_wt,Ptll_wet50_wt,Pgrc_dry50_wt,PPt_dry50_wt,Pcn_wet20_wt,Pdeh_wet20_wt,Pff_wet20_wt,Pwn_wet20_wt,Pbry_wet20_wt,Pdst_wet20_wt,Prm_wet20_wt,Ppm_wet20_wt,Pah_dry20_wt,Pas_dry20_wt,Pws_dry20_wt,Potns_dry20_wt,Prh_dry20_wt,Pcgt_dry20_wt,Pcn_dry20_wt,Pdeh_dry20_wt,Pbky_wet20_wt,Ptll_wet20_wt,Pgrc_dry20_wt,PPt_dry20_wt,Pcn_wet16_wt,Pdeh_wet16_wt,Pff_wet16_wt,Pwn_wet16_wt,Pbry_wet16_wt,Pdst_wet16_wt,Prm_wet16_wt,Ppm_wet16_wt,Pah_dry16_wt,Pas_dry16_wt,Pws_dry16_wt,Potns_dry16_wt,Prh_dry16_wt,Pcgt_dry16_wt,Pcn_dry16_wt,Pdeh_dry16_wt,Pbky_wet16_wt,Ptll_wet16_wt,Pgrc_dry16_wt,PPt_dry16_wt,Pcn_wet50_tech,Pdeh_wet50_tech,Pff_wet50_tech,Pwn_wet50_tech,Pbry_wet50_tech,Pdst_wet50_tech,Prm_wet50_tech,Ppm_wet50_tech,Pah_dry50_tech,Pas_dry50_tech,Pws_dry50_tech,Potns_dry50_tech,Prh_dry50_tech,Pcgt_dry50_tech,Pcn_dry50_tech,Pdeh_dry50_tech,Pbky_wet50_tech,Ptll_wet50_tech,Pgrc_dry50_tech,PPt_dry50_tech,Pcn_wet20_tech,Pdeh_wet20_tech,Pff_wet20_tech,Pwn_wet20_tech,Pbry_wet20_tech,Pdst_wet20_tech,Prm_wet20_tech,Ppm_wet20_tech,Pah_dry20_tech,Pas_dry20_tech,Pws_dry20_tech,Potns_dry20_tech,Prh_dry20_tech,Pcgt_dry20_tech,Pcn_dry20_tech,Pdeh_dry20_tech,Pbky_wet20_tech,Ptll_wet20_tech,Pgrc_dry20_tech,PPt_dry20_tech,Pcn_wet16_tech,Pdeh_wet16_tech,Pff_wet16_tech,Pwn_wet16_tech,Pbry_wet16_tech,Pdst_wet16_tech,Prm_wet16_tech,Ppm_wet16_tech,Pah_dry16_tech,Pas_dry16_tech,Pws_dry16_tech,Potns_dry16_tech,Prh_dry16_tech,Pcgt_dry16_tech,Pcn_dry16_tech,Pdeh_dry16_tech,Pbky_wet16_tech,Ptll_wet16_tech,Pgrc_dry16_tech,PPt_dry16_tech,Pcn_wet50_wt_tech,Pdeh_wet50_wt_tech,Pff_wet50_wt_tech,Pwn_wet50_wt_tech,Pbry_wet50_wt_tech,Pdst_wet50_wt_tech,Prm_wet50_wt_tech,Ppm_wet50_wt_tech,Pah_dry50_wt_tech,Pas_dry50_wt_tech,Pws_dry50_wt_tech,Potns_dry50_wt_tech,Prh_dry50_wt_tech,Pcgt_dry50_wt_tech,Pcn_dry50_wt_tech,Pdeh_dry50_wt_tech,Pbky_wet50_wt_tech,Ptll_wet50_wt_tech,Pgrc_dry50_wt_tech,PPt_dry50_wt_tech,Pcn_wet20_wt_tech,Pdeh_wet20_wt_tech,Pff_wet20_wt_tech,Pwn_wet20_wt_tech,Pbry_wet20_wt_tech,Pdst_wet20_wt_tech,Prm_wet20_wt_tech,Ppm_wet20_wt_tech,Pah_dry20_wt_tech,Pas_dry20_wt_tech,Pws_dry20_wt_tech,Potns_dry20_wt_tech,Prh_dry20_wt_tech,Pcgt_dry20_wt_tech,Pcn_dry20_wt_tech,Pdeh_dry20_wt_tech,Pbky_wet20_wt_tech,Ptll_wet20_wt_tech,Pgrc_dry20_wt_tech,PPt_dry20_wt_tech,Pcn_wet16_wt_tech,Pdeh_wet16_wt_tech,Pff_wet16_wt_tech,Pwn_wet16_wt_tech,Pbry_wet16_wt_tech,Pdst_wet16_wt_tech,Prm_wet16_wt_tech,Ppm_wet16_wt_tech,Pah_dry16_wt_tech,Pas_dry16_wt_tech,Pws_dry16_wt_tech,Potns_dry16_wt_tech,Prh_dry16_wt_tech,Pcgt_dry16_wt_tech,Pcn_dry16_wt_tech,Pdeh_dry16_wt_tech,Pbky_wet16_wt_tech,Ptll_wet16_wt_tech,Pgrc_dry16_wt_tech,PPt_dry16_wt_tech,tot_16,tot_16_tech,tot_16_wt,tot_16_wt_tech,tot_20,tot_20_tech,tot_20_wt,tot_20_wt_tech,tot_50,tot_50_tech,tot_50_wt,tot_50_wt_tech,tot_wet_16,tot_wet_16_tech,tot_wet_16_wt,tot_wet_16_wt_tech,tot_wet_20,tot_wet_20_tech,tot_wet_20_wt,tot_wet_20_wt_tech,tot_wet_50,tot_wet_50_tech,tot_wet_50_wt,tot_wet_50_wt_tech,tot_dry_16,tot_dry_16_tech,tot_dry_16_wt,tot_dry_16_wt_tech,tot_dry_20,tot_dry_20_tech,tot_dry_20_wt,tot_dry_20_wt_tech,tot_dry_50,tot_dry_50_tech,tot_dry_50_wt,tot_dry_50_wt_tech
0,1,Alameda,27.3525509743,72.6228222075,978.401182763,4240.27704512,16120.0534616,27943.0390365,2302.2677757,751.312853357,0.0,0.0,0.0,0.0,0.0,0.0,80.4880026458,717.427890141,5216.25994807,600.479609126,0.0,704.868511155,40.9981728653,66.3812049554,817.669027544,4115.01960315,6924.64569312,12003.4121089,5882.5758361,414.281562645,0.0,0.0,0.0,0.0,0.0,0.0,120.641802264,655.768068061,4627.51506948,233.403490014,0.0,699.060234589,43.9550830545,63.7918929327,773.389388038,4058.46714885,5617.922679,9738.29479519,7143.21169544,371.693472684,0.0,0.0,0.0,0.0,0.0,0.0,129.34284793,630.18871704,4527.00656631,197.00931677,0.0,801.79306687,124.329777156,330.103737307,4447.27810347,12115.0772718,70087.1889634,79837.2543899,5116.15061266,1669.58411857,0.0,0.0,0.0,0.0,0.0,0.0,178.862228102,1594.28420031,8413.32249689,1091.7811075,0.0,1532.32285034,186.355331206,301.732749797,3716.67739793,11757.1988662,30107.1551875,34295.4631682,13072.3907469,920.625694767,0.0,0.0,0.0,0.0,0.0,0.0,268.092893919,1457.26237347,7463.73398304,424.369981843,0.0,1519.69616215,199.795832066,289.963149694,3515.40630926,11595.6204253,24425.7507782,27823.6994148,15873.8037676,825.985494852,0.0,0.0,0.0,0.0,0.0,0.0,287.428550957,1400.4193712,7301.62349404,358.198757764,0.0,1743.02840624,13.6762754872,36.3114111038,489.200591381,2120.13852256,8060.02673079,13971.5195182,1151.13388785,375.656426679,0.0,0.0,0.0,0.0,0.0,0.0,40.2440013229,358.71394507,2608.12997404,300.239804563,0.0,352.434255578,20.4990864326,33.1906024777,408.834513772,2057.50980158,3462.32284656,6001.70605444,2941.28791805,207.140781322,0.0,0.0,0.0,0.0,0.0,0.0,60.3209011319,327.88403403,2313.75753474,116.701745007,0.0,349.530117295,21.9775415272,31.8959464663,386.694694019,2029.23357443,2808.9613395,4869.14739759,3571.60584772,185.846736342,0.0,0.0,0.0,0.0,0.0,0.0,64.6714239652,315.09435852,2263.50328315,98.5046583851,0.0,400.896533435,62.164888578,165.051868654,2223.63905173,6057.53863588,35043.5944817,39918.6271949,2558.07530633,834.792059286,0.0,0.0,0.0,0.0,0.0,0.0,89.4311140509,797.142100156,4206.66124844,545.890553751,0.0,766.161425169,93.1776656029,150.866374899,1858.33869896,5878.59943308,15053.5775937,17147.7315841,6536.19537344,460.312847383,0.0,0.0,0.0,0.0,0.0,0.0,134.04644696,728.631186734,3731.86699152,212.184990922,0.0,759.848081075,99.8979160329,144.981574847,1757.70315463,5797.81021265,12212.8753891,13911.8497074,7936.90188382,412.992747426,0.0,0.0,0.0,0.0,0.0,0.0,143.714275478,700.2096856,3650.81174702,179.099378882,0.0,871.514203119,34096.0666701,17048.0333351,95640.7237521,47820.361876,36601.3718737,18300.6859368,105490.754537,52745.3772684,59754.8506893,29877.4253446,186537.539857,93268.7699287,32534.7420383,16267.3710191,92209.8474237,46104.9237118,35125.9017688,17562.9508844,102245.703107,51122.8515537,58252.0662853,29126.0331427,183232.070579,91616.0352893,1561.32463184,780.66231592,3430.87632839,1715.4381642,1475.47010491,737.735052457,3245.05142954,1622.52571477,1502.78440394,751.392201971,3305.46927875,1652.73463938
1,2,Alpine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,Amador,0.0,0.0,0.0,1210.36263481,0.0,0.0,0.0,0.0,0.0,0.0,93.869678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.60862018,0.0,0.0,0.0,0.0,0.0,0.0,51.2211256667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.46604816,0.0,0.0,0.0,0.0,0.0,0.0,31.92084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3458.17895659,0.0,0.0,0.0,0.0,0.0,0.0,125.159570667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3356.02462909,0.0,0.0,0.0,0.0,0.0,0.0,68.2948342222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3309.90299474,0.0,0.0,0.0,0.0,0.0,0.0,42.56112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.181317403,0.0,0.0,0.0,0.0,0.0,0.0,46.934839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.304310091,0.0,0.0,0.0,0.0,0.0,0.0,25.6105628333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.23302408,0.0,0.0,0.0,0.0,0.0,0.0,15.96042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.08947829,0.0,0.0,0.0,0.0,0.0,0.0,62.5797853333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678.01231455,0.0,0.0,0.0,0.0,0.0,0.0,34.1474171111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654.95149737,0.0,0.0,0.0,0.0,0.0,0.0,21.28056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.38688816,595.19344408,3352.46411474,1676.23205737,1225.82974585,612.914872924,3424.31946331,1712.15973166,1304.23231281,652.116156403,3583.33852726,1791.66926363,1158.46604816,579.23302408,3309.90299474,1654.95149737,1174.60862018,587.304310091,3356.02462909,1678.01231455,1210.36263481,605.181317403,3458.17895659,1729.08947829,31.92084,15.96042,42.56112,21.28056,51.2211256667,25.6105628333,68.2948342222,34.1474171111,93.869678,46.934839,125.159570667,62.5797853333
3,4,Butte,306.348570913,370.376393258,0.0,0.0,77500.2570268,0.0,0.0,0.0,110385.98036,26282.3762762,36895.95,0.0,21309.405477,0.0,901.465629633,3658.88223972,0.0,0.0,91.1069641769,87.5122921181,459.179536091,338.544145273,0.0,0.0,33291.5658323,0.0,0.0,0.0,80405.5921804,19144.1886144,36895.95,0.0,56952.3808662,0.0,1351.18818535,3344.41714711,0.0,0.0,13.41726615,100.803718849,492.29693021,325.338653957,0.0,0.0,27009.243649,0.0,0.0,0.0,76656.9815444,18251.6622725,26073.138,0.0,52991.136,0.0,1448.63989682,3213.9624569,0.0,0.0,13.41726615,121.312772445,1392.49350415,1683.52906027,0.0,0.0,336957.639247,0.0,0.0,0.0,121303.275121,27959.9747619,49194.6,0.0,23416.9290956,0.0,2003.25695474,8130.84942159,0.0,0.0,100.117543052,190.2441133,2087.17970951,1538.83702397,0.0,0.0,144745.938401,0.0,0.0,0.0,88357.7936048,20366.1581004,49194.6,0.0,62585.0339189,0.0,3002.6404119,7432.03810469,0.0,0.0,14.7442485165,219.138519237,2237.71331914,1478.81206344,0.0,0.0,117431.494126,0.0,0.0,0.0,84238.4412576,19416.661992,34764.184,0.0,58232.0175824,0.0,3219.19977071,7142.13879312,0.0,0.0,14.7442485165,263.723418359,153.174285456,185.188196629,0.0,0.0,38750.1285134,0.0,0.0,0.0,11038.598036,13141.1881381,18447.975,0.0,10654.7027385,0.0,450.732814816,1829.44111986,0.0,0.0,9.11069641769,43.756146059,229.589768046,169.272072636,0.0,0.0,16645.7829161,0.0,0.0,0.0,8040.55921804,9572.09430719,18447.975,0.0,28476.1904331,0.0,675.594092677,1672.20857355,0.0,0.0,1.341726615,50.4018594245,246.148465105,162.669326978,0.0,0.0,13504.6218245,0.0,0.0,0.0,7665.69815444,9125.83113624,13036.569,0.0,26495.568,0.0,724.319948411,1606.98122845,0.0,0.0,1.341726615,60.6563862227,696.246752074,841.764530133,0.0,0.0,168478.819623,0.0,0.0,0.0,12130.3275121,13979.987381,24597.3,0.0,11708.4645478,0.0,1001.62847737,4065.4247108,0.0,0.0,10.0117543052,95.1220566501,1043.58985475,769.418511983,0.0,0.0,72372.9692006,0.0,0.0,0.0,8835.77936048,10183.0790502,24597.3,0.0,31292.5169594,0.0,1501.32020595,3716.01905234,0.0,0.0,1.47442485165,109.569259618,1118.85665957,739.40603172,0.0,0.0,58715.7470631,0.0,0.0,0.0,8423.84412576,9708.330996,17382.092,0.0,29116.0087912,0.0,1609.59988536,3571.06939656,0.0,0.0,1.47442485165,131.86170918,206597.129442,72630.405197,328439.130571,130518.291083,232297.227492,83981.0099674,379544.102043,154423.03588,277789.66123,94703.9956852,572332.908822,237605.097346,27826.8792332,13913.4396166,121148.019509,60574.0097544,34089.2895137,17044.6447568,148371.955135,74185.9775674,78176.981991,39088.4909955,340033.661811,170016.830906,178770.250209,58716.9655804,207291.111063,69944.2813289,198207.937978,66936.3652106,231172.146908,80237.0583129,199612.679239,55615.5046897,232299.247011,67588.26644
4,5,Calaveras,0.0,0.0,0.0,1114.17487575,0.0,0.0,0.0,0.0,0.0,0.0,320.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63347973894,0.0,0.0,0.0,1081.26223977,0.0,0.0,0.0,0.0,0.0,0.0,315.73584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55654874044,0.0,0.0,0.0,1066.40252115,0.0,0.0,0.0,0.0,0.0,0.0,251.41928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56420746305,0.0,0.0,0.0,3183.35678785,0.0,0.0,0.0,0.0,0.0,0.0,427.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72495595422,0.0,0.0,0.0,3089.32068506,0.0,0.0,0.0,0.0,0.0,0.0,420.98112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55771465312,0.0,0.0,0.0,3046.86434615,0.0,0.0,0.0,0.0,0.0,0.0,335.225706667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57436405011,0.0,0.0,0.0,557.087437874,0.0,0.0,0.0,0.0,0.0,0.0,160.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31673986947,0.0,0.0,0.0,540.631119885,0.0,0.0,0.0,0.0,0.0,0.0,157.86792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27827437022,0.0,0.0,0.0,533.201260577,0.0,0.0,0.0,0.0,0.0,0.0,125.70964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28210373153,0.0,0.0,0.0,1591.67839393,0.0,0.0,0.0,0.0,0.0,0.0,213.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86247797711,0.0,0.0,0.0,1544.66034253,0.0,0.0,0.0,0.0,0.0,0.0,210.49056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77885732656,0.0,0.0,0.0,1523.43217308,0.0,0.0,0.0,0.0,0.0,0.0,167.612853333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78718202506,1320.38600862,660.193004308,3387.66441687,1693.83220844,1399.55462851,699.777314255,3515.85951971,1757.92975986,1437.35235549,718.676177744,3616.47374381,1808.2368719,1066.40252115,533.201260577,3046.86434615,1523.43217308,1081.26223977,540.631119885,3089.32068506,1544.66034253,1114.17487575,557.087437874,3183.35678785,1591.67839393,253.983487463,126.991743732,340.800070717,170.400035358,318.29238874,159.14619437,426.538834653,213.269417327,323.177479739,161.588739869,433.116955954,216.558477977
5,6,Colusa,136.762754872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282125.851791,67172.821855,103523.84,0.0,80844.0846422,0.0,402.440013229,0.0,0.0,0.0,530.738637417,16.343125346,204.990864326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175571.049321,41802.6307906,103523.84,0.0,92759.4067442,0.0,603.209011319,0.0,0.0,0.0,363.903296491,17.7532395476,219.775415272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0664723,21202.8729696,10447.36,0.0,77838.084,0.0,646.714239652,0.0,0.0,0.0,366.661497375,19.4316507283,621.64888578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310028.408561,71460.4487819,138031.786667,0.0,88839.653453,0.0,894.311140509,0.0,0.0,0.0,583.229271886,35.5285333609,931.776656029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192935.219034,44470.8838198,138031.786667,0.0,101933.414005,0.0,1340.4644696,0.0,0.0,0.0,399.893732407,38.5939990165,998.979160329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97859.4137058,22556.24784,13929.8133333,0.0,85536.356044,0.0,1437.14275478,0.0,0.0,0.0,402.92472239,42.2427189745,68.3813774358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28212.5851791,33586.4109275,51761.92,0.0,40422.0423211,0.0,201.220006614,0.0,0.0,0.0,53.0738637417,8.171562673,102.495432163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17557.1049321,20901.3153953,51761.92,0.0,46379.7033721,0.0,301.604505659,0.0,0.0,0.0,36.3903296491,8.87661977379,109.887707636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8905.20664723,10601.4364848,5223.68,0.0,38919.042,0.0,323.357119826,0.0,0.0,0.0,36.6661497375,9.71582536413,310.82444289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31002.8408561,35730.224391,69015.8933333,0.0,44419.8267265,0.0,447.155570254,0.0,0.0,0.0,58.3229271886,17.7642666804,465.888328015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19293.5219034,22235.4419099,69015.8933333,0.0,50966.7070023,0.0,670.232234798,0.0,0.0,0.0,39.9893732407,19.2969995082,499.489580164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9785.94137058,11278.12392,6964.90666667,0.0,42768.178022,0.0,718.571377391,0.0,0.0,0.0,40.292472239,21.1213594872,199792.966245,64128.9919346,222763.12028,72076.6247685,414846.783267,137049.410587,480082.032382,162706.971085,534752.882819,154313.805238,610495.015295,181002.852514,219.775415272,109.887707636,998.979160329,499.489580164,204.990864326,102.495432163,931.776656029,465.888328015,136.762754872,68.3813774358,621.64888578,310.82444289,199573.19083,64019.104227,221764.141119,71577.1351883,414641.792403,136946.915155,479150.255726,162241.082756,534616.120064,154245.423861,609873.366409,180692.028071
6,7,Contra Costa,0.0,0.0,36.851268654,160.312931762,3100.01028107,0.0,0.0,0.0,0.0,0.0,681.31182,0.0,0.0,0.0,0.0,0.0,1470.47699232,0.0,198.229006336,75.4948876624,0.0,0.0,30.7973268378,155.577300686,1331.66263329,0.0,0.0,0.0,0.0,0.0,431.59172,0.0,0.0,0.0,0.0,0.0,1304.50830845,0.0,94.6687617054,73.9667420452,0.0,0.0,29.1295438056,153.439211677,1080.36974596,0.0,0.0,0.0,0.0,0.0,355.12862,0.0,0.0,0.0,0.0,0.0,1276.17470489,0.0,101.32349265,84.2365707284,0.0,0.0,167.505766609,458.036947893,13478.3055699,0.0,0.0,0.0,0.0,0.0,908.41576,0.0,0.0,0.0,0.0,0.0,2371.73708439,0.0,217.834072897,164.119321005,0.0,0.0,139.987849263,444.50657339,5789.83753605,0.0,0.0,0.0,0.0,0.0,575.455626667,0.0,0.0,0.0,0.0,0.0,2104.04565879,0.0,104.03160627,160.797265316,0.0,0.0,132.407017298,438.397747648,4697.25976505,0.0,0.0,0.0,0.0,0.0,473.504826667,0.0,0.0,0.0,0.0,0.0,2058.3462982,0.0,111.344497418,183.122979844,0.0,0.0,18.425634327,80.1564658812,1550.00514054,0.0,0.0,0.0,0.0,0.0,340.65591,0.0,0.0,0.0,0.0,0.0,735.238496161,0.0,19.8229006336,37.7474438312,0.0,0.0,15.3986634189,77.7886503432,665.831316646,0.0,0.0,0.0,0.0,0.0,215.79586,0.0,0.0,0.0,0.0,0.0,652.254154225,0.0,9.46687617054,36.9833710226,0.0,0.0,14.5647719028,76.7196058384,540.18487298,0.0,0.0,0.0,0.0,0.0,177.56431,0.0,0.0,0.0,0.0,0.0,638.087352443,0.0,10.132349265,42.1182853642,0.0,0.0,83.7528833045,229.018473946,6739.15278494,0.0,0.0,0.0,0.0,0.0,454.20788,0.0,0.0,0.0,0.0,0.0,1185.8685422,0.0,21.7834072897,82.0596605026,0.0,0.0,69.9939246314,222.253286695,2894.91876803,0.0,0.0,0.0,0.0,0.0,287.727813333,0.0,0.0,0.0,0.0,0.0,1052.0228294,0.0,10.403160627,80.3986326578,0.0,0.0,66.2035086491,219.198873824,2348.62988252,0.0,0.0,0.0,0.0,0.0,236.752413333,0.0,0.0,0.0,0.0,0.0,1029.1731491,0.0,11.1344497418,91.5614899222,3079.80188971,1499.37154779,8094.38313213,4002.6537671,3422.77279302,1673.51889183,9318.66211575,4617.71841537,5722.68718781,2782.05199137,17765.9545227,8795.84363218,2539.11320633,1269.55660316,7326.4108282,3663.2054141,2822.54556927,1411.27278463,8478.3776175,4239.18880875,4767.65147381,2383.82573691,16475.5853688,8237.79268439,540.688683378,229.814944629,767.972303929,339.448352997,600.227223751,262.246107193,840.284498252,378.529606618,955.035713999,398.226254465,1290.3691539,558.050947792
7,8,Del Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
