,geometry,FID,COUNTY,Company,Address,City,State,Zip,MASTERTYPE,Type,Subtype,Latitude,Longitude,Emplycode,EmplyAvg,TYPE
620,POINT (-120.9894347 37.63599297),332,Stanislaus,E  J Gallo Brandy Plant,200 Yosemite Blvd, Modesto,CA,95354,distillery,distillery,distillers grain,37.63599297,-120.9894347,0.0,0.0,PROC
621,POINT (-120.96879 37.643098),347,Stanislaus,Do Good Distillery,3173 Del Este, Modesto,CA,95354,distillery,distillery,distillers grain,37.643098,-120.96879,0.0,0.0,PROC
622,POINT (-120.9553351 37.63411024),511,Stanislaus,California Meat Distributing,2300 Hoover Ave,Modesto,CA,95354,redmeat,processor,meat,37.63411024,-120.9553351,0.0,0.0,PROC
623,POINT (-120.9822793 37.634545),667,Stanislaus,E  J Gallo Winery,600 Yosemite Blvd, Modesto,CA,95354,winery,winery,grape,37.634545,-120.9822793,0.0,0.0,PROC
624,POINT (-120.9594286 37.63826511),668,Stanislaus,E  J Gallo Winery,2101 Yosemite Blvd, Modesto,CA,95354,winery,winery,grape,37.63826511,-120.9594286,0.0,0.0,PROC
625,POINT (-120.9760011 37.68083638),66,Stanislaus,PNC,"2909 Coffee Rd., Ste. 12B",Modesto,CA,95355,almond,shelling,almond,37.68083638,-120.9760011,0.0,0.0,PROC
626,POINT (-120.8925882 37.6594219),13,Stanislaus,Circle M Nut Co.,1217 Root Rd.,Modesto,CA,95357,almond,shelling,almond,37.6594219,-120.8925882,0.0,0.0,PROC
627,POINT (-120.9114935 37.63506224),145,Stanislaus,FritoLay,305 Codoni Ave, Modesto,CA,95357,bakery,distributor,bakery,37.63506224,-120.9114935,0.0,0.0,PROC
628,POINT (-121.1222423 37.63833574),20,Stanislaus,Fisher Nut Company,137 North Hart Road,Modesto,CA,95358,almond,shelling,almond,37.63833574,-121.1222423,0.0,0.0,PROC
629,POINT (-121.0578367 37.67456532),74,Stanislaus,BL Nut Company,3242 North Avenue,Modesto,CA,95358,almond,shelling,almond,37.67456532,-121.0578367,0.0,0.0,PROC
630,POINT (-121.0301391 37.58829079),75,Stanislaus,"Valley Harvest Nut Co., Inc.",3242 S. Carpenter Road,Turlock,CA,95358,almond,shelling,almond,37.58829079,-121.0301391,0.0,0.0,PROC
631,POINT (-121.077566 37.67437349),83,Stanislaus,Beckner Ranches,4512 North Ave,Modesto,CA,95358,almond,shelling,almond,37.67437349,-121.077566,0.0,0.0,PROC
632,POINT (-121.1100701 37.6817201),90,Stanislaus,"Twin Commodities, Inc.",6303 Beckwith Road,Modesto,CA,95358,almond,shelling,almond,37.6817201,-121.1100701,0.0,0.0,PROC
633,POINT (-121.0486619 37.53822886),92,Stanislaus,"Athwal Almonds, Inc.",6543 Vivian Road,Modesto,CA,95358,almond,shelling,almond,37.53822886,-121.0486619,0.0,0.0,PROC
634,POINT (-120.9766835 37.60441958),192,Stanislaus,Coca Cola,1733 Morgan Rd, Modesto,CA,95358,beverage,manufacturer,beverage,37.60441958,-120.9766835,0.0,0.0,PROC
635,POINT (-121.0675108 37.59763414),281,Stanislaus,Foster Farms Dairy,2843 Illinois Ave, Modesto,CA,95358,dairy,dairy,dairy,37.59763414,-121.0675108,0.0,0.0,PROC
636,POINT (-120.9904075 37.59294632),666,Stanislaus,E  J Gallo Winery,2612 Crows Landing Rd, Modesto,CA,95358,winery,winery,grape,37.59294632,-120.9904075,0.0,0.0,PROC
637,POINT (-120.8954693 37.776906),634,Stanislaus,Gambini Nut Company Inc,5640 River Road, Oakdale,CA,95361,walnut,shelling,walnut,37.776906,-120.8954693,0.0,0.0,PROC
638,POINT (-120.8791934 37.48615121),64,Stanislaus,Big Tree Organic Farms,2801 Lassiter Ln,Turlock,CA,95380,almond,shelling,almond,37.48615121,-120.8791934,0.0,0.0,PROC
639,POINT (-120.8807783 37.4958811),410,Stanislaus,supherb farms,300 Dianne Dr, Turlock,CA,95380,freshfrozen,fresh frozen,vegetable herb,37.4958811,-120.8807783,0.0,0.0,PROC
640,POINT (-120.7938729 37.63163978),593,Stanislaus,Frazier Nut Farms Inc,10830 Yosemite Blvd., Waterford,CA,95386,walnut,shelling,walnut,37.63163978,-120.7938729,0.0,0.0,PROC
641,POINT (-121.8640712 39.25164583),102,Sutter,"Tarke Farming, Inc.",9441 W. Butte Rd.,Live Oak,CA,95953,almond,shelling,almond,39.25164583,-121.8640712,0.0,0.0,PROC
642,POINT (-121.640138 39.18972185),309,Sutter,wilbur packing co,1500 Eager Rd, Live Oak,CA,95953,dehydrator,dehydrator,prune,39.18972185,-121.640138,0.0,0.0,PROC
643,POINT (-121.6996109 39.28132376),555,Sutter,Gibbs Wild Rice,10400 Billings Rd, Live Oak,CA,95953,rice,distributer,rice,39.28132376,-121.6996109,0.0,0.0,PROC
644,POINT (-121.6590826 39.18957506),586,Sutter,wilbur packing co,1501 Eager Rd, Live Oak,CA,95953,walnut,shelling,walnut,39.18957506,-121.6590826,0.0,0.0,PROC
645,POINT (-121.7893042 39.15187432),431,Sutter,North Valley Cotton Gin,9450 Agripark Dr, Sutter,CA,95982,gin,gin,cotton,39.15187432,-121.7893042,0.0,0.0,PROC
646,POINT (-121.6254726 39.00719645),642,Sutter,Sacramento Packing Inc,833 Tudor Road, Yuba City,CA,95991,walnut,processor,walnut,39.00719645,-121.6254726,0.0,0.0,PROC
647,POINT (-121.6093855 39.00327618),643,Sutter,Stephens Ranch Inc,8540 Garden Highway, Yuba City,CA,95991,walnut,shelling,walnut,39.00327618,-121.6093855,0.0,0.0,PROC
648,POINT (-121.621973 38.995493),644,Sutter,Sacramento Valley Walnut Growers LLC,896 O'Banion Road, Yuba City,CA,95991,walnut,shelling,walnut,38.995493,-121.621973,0.0,0.0,PROC
649,POINT (-121.638873 39.08341984),600,Sutter,Sutter Foods,1500 Reed Rd., Yuba City,CA,95993,walnut,shelling,walnut,39.08341984,-121.638873,0.0,0.0,PROC
650,POINT (-121.6720222 39.03207673),636,Sutter,Valley Dried Fruit,6215 South George Washington Blvd., Yuba City,CA,95993,walnut,shelling,walnut,39.03207673,-121.6720222,0.0,0.0,PROC
651,POINT (-122.1702065 39.92558507),255,Tehama,BellCarter Lindsay,981 Fig St, Corning,CA,96021,cannery,cannery,olive,39.92558507,-122.1702065,0.0,0.0,PROC
652,POINT (-122.1188585 40.10069172),588,Tehama,Crain Walnut Shelling,10695 Decker Ave, Los Molinos,CA,96055,walnut,shelling,walnut,40.10069172,-122.1188585,0.0,0.0,PROC
653,POINT (-122.1258168 40.1022991),591,Tehama,C R Crain  Sons Inc,10660 Bryne Avenue, Los Molinos,CA,96055,walnut,shelling,walnut,40.1022991,-122.1258168,0.0,0.0,PROC
655,POINT (-122.1254963 40.1204472),618,Tehama,California Walnut Co inc,24490 Joseph Avenue, Los Molinos,CA,96055,walnut,shelling,walnut,40.1204472,-122.1254963,0.0,0.0,PROC
656,POINT (-122.0525521 39.92909611),630,Tehama,Andersen  Sons Shelling,4530 Rowles Rd,Vina,CA,96092,walnut,shelling,walnut,39.92909611,-122.0525521,0.0,0.0,PROC
657,POINT (-122.1548594 40.08165847),647,Tehama,Haleakala Walnut Shelling Inc,9979 Tyler Road,Gerber,CA,96035,walnut,shelling,walnut,40.08165847,-122.1548594,0.0,0.0,PROC
658,POINT (-119.1423332 36.297052),499,Tulare,Exeter Meats,140 E Palm St, Exeter,CA,93221,redmeat,processor,meat,36.297052,-119.1423332,0.0,0.0,PROC
659,POINT (-119.3210231 36.00783423),260,Tulare,California Dairies Inc,11894 Ave 120, Pixley,CA,93256,dairy,distributor,dairy,36.00783423,-119.3210231,0.0,0.0,PROC
660,POINT (-119.105782 36.0802024),60,Tulare,RPC Packing Inc.,26454 Avenue 128,Portervile,CA,93257,almond,shelling,almond,36.0802024,-119.105782,0.0,0.0,PROC
661,POINT (-119.105782 36.0802024),615,Tulare,RPC Packing Inc,21161 Ave. 160, Porterville,CA,93257,walnut,shelling,walnut,36.0802024,-119.105782,0.0,0.0,PROC
662,POINT (-119.3568428 36.2408261),427,Tulare,Mid Valley Cotton Growers Inc,626 W Cartmill Ave, Tulare,CA,93274,gin,gin,cotton,36.2408261,-119.3568428,0.0,0.0,PROC
663,POINT (-119.3141186 36.38539841),417,Tulare,Elbow Gin Inc,12021 Ave 328, Visalia,CA,93291,gin,gin,cotton,36.38539841,-119.3141186,0.0,0.0,PROC
664,POINT (-119.245033 36.26290341),584,Tulare,Bock Ranch,26069 Rd 148, Visalia,CA,93292,walnut,shelling,walnut,36.26290341,-119.245033,0.0,0.0,PROC
665,POINT (-119.2692184 36.3305097),614,Tulare,Nutri Nut,2106 E. Main Street, Visalia,CA,93292,walnut,shelling,walnut,36.3305097,-119.2692184,0.0,0.0,PROC
666,POINT (-119.2251633 36.27880521),620,Tulare,Greggory Lamar Hart,26829 Road 156, Visalia,CA,93292,walnut,shelling,walnut,36.27880521,-119.2251633,0.0,0.0,PROC
667,POINT (-119.3018924 36.53031955),400,Tulare,wawona frozen foods,12133 Avenue 408, Cutler,CA,93615,freshfrozen,frozen,fruit,36.53031955,-119.3018924,0.0,0.0,PROC
668,POINT (-120.3236631 38.01504622),673,Tuolumne,Indigeny Reserve,14679 Summers Ln, Sonora,CA,95370,winery,winery,distillers grain,38.01504622,-120.3236631,0.0,0.0,PROC
669,POINT (-119.2913951 34.3275211),188,Ventura,Pepsi Co,4375 N Ventura Ave, Ventura,CA,93001,beverage,distribution,beverage,34.3275211,-119.2913951,0.0,0.0,PROC
670,POINT (-119.2906891 34.3208683),352,Ventura,Ventura Spirits Company,3891 N Ventura Ave, Ventura,CA,93001,distillery,distillery,distillers grain,34.3208683,-119.2906891,0.0,0.0,PROC
671,POINT (-119.189825 34.161105),213,Ventura,Del Monte,Dock 1  Berth 3, Port Hueneme,CA,93041,cannery,cannery,fruit vegetable,34.161105,-119.189825,0.0,0.0,PROC
672,POINT (-121.7272634 38.54268202),504,Yolo,Superior Farms Inc,1480 Drew Ave, Davis,CA,95618,redmeat,processor,meat,38.54268202,-121.7272634,0.0,0.0,PROC
673,POINT (-122.017443 38.691535),25,Yolo,Capay Canyon Ranch,14650 Co Rd 87,Esparto,CA,95627,almond,shelling,almond,38.691535,-122.017443,0.0,0.0,PROC
674,POINT (-122.0152686 38.69922394),604,Yolo,Haag Farm,16200 County Road 87, Esparto,CA,95627,walnut,shelling,walnut,38.69922394,-122.0152686,0.0,0.0,PROC
675,POINT (-121.5770687 38.5597075),287,Yolo,Foster Farms Dairy,3960 Channel Dr, West Sacramento,CA,95691,dairy,dairy,dairy,38.5597075,-121.5770687,0.0,0.0,PROC
676,POINT (-121.5418261 38.5693501),305,Yolo,California Fire Roasted LLC,1520 Terminal St, West Sacramento,CA,95691,dehydrator,dehydrator,tomato,38.5693501,-121.5418261,0.0,0.0,PROC
677,POINT (-121.5420997 38.5649773),661,Yolo,Farmers Rice Cooperative,2224 Industrial Blvd, West Sacramento,CA,95691,warehouse,warehouse,rice,38.5649773,-121.5420997,0.0,0.0,PROC
678,POINT (-121.7715855 38.67737984),415,Yolo,Morning Star Packing Co,724 Main St 202, Woodland,CA,95695,freshfrozen,distributor,tomato,38.67737984,-121.7715855,0.0,0.0,PROC
679,POINT (-121.760786 38.6841282),306,Yolo,Culinary Farms,1244 E Beamer St, Woodland,CA,95776,dehydrator,dehydrator,tomatoes,38.6841282,-121.760786,0.0,0.0,PROC
680,POINT (-121.5609161 39.10457329),361,Yuba,CaliShine Distillery Co,5216 Arboga Rd, Olivehurst,CA,95961,distillery,distillery,distillers grain,39.10457329,-121.5609161,0.0,0.0,PROC
681,POINT (-121.506442 39.01602804),561,Yuba,Rue and Forsman Ranc Inc,2640 Hoffman Rd, Olivehurst,CA,95961,rice,distributer,rice,39.01602804,-121.506442,0.0,0.0,PROC
