,geometry,NAME,OBJECTID,County,Sm20,Med20,Lg20,Sm50,Med50,Lg50,Ctot50,Htot0,CGentotC50,CGentotH0,Clg50,Hlg50,CGenlgC50,CGenlgH0,Ctot20,Htot0.1,CGentotC20,CGentotH0.1,Clg20,Hlg20,CGenlgC20,CGenlgH0.1
25,"POLYGON ((-13366398.97858571 4679185.226729122, -13344731.52902851 4702826.516714683, -13347688.73268816 4712126.05148821, -13312191.38725785 4680675.258745921, -13315934.94953198 4665039.319660123, -13307811.51827002 4650210.122490997, -13318176.80940847 4625707.203627563, -13330897.95881467 4638469.068348121, -13345510.64730066 4629866.459497716, -13360561.26856928 4640850.847492005, -13366409.2173532 4651706.453019113, -13366398.97858571 4679185.226729122))",Alpine,2,Alpine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"POLYGON ((-13485356.89792991 4680499.480178677, -13475549.87451294 4707378.869267837, -13462385.4529941 4716487.0083919, -13439622.9518021 4722239.279174128, -13422054.28307291 4709418.254502502, -13406791.04421474 4725740.760836329, -13378834.04019929 4726115.783964833, -13358614.29909129 4731344.159156501, -13347688.73268816 4712126.05148821, -13344731.52902851 4702826.516714683, -13366398.97858571 4679185.226729122, -13388899.98892922 4658762.617846393, -13428296.63016723 4650758.320157048, -13449987.79374865 4658796.066441226, -13472721.90831475 4651482.099373398, -13485356.89792991 4680499.480178677))",El Dorado,9,El Dorado,0.0,0.0,0.0,3.0,6.0,2.0,20366728.5714,137377861.427,8957.49208834,23261.3821643,12725588.5714,85836767.4129,7325.29835607,15321.5038248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"POLYGON ((-13624956.79493373 4702245.16644572, -13618847.13592942 4710826.985304636, -13562665.96151049 4710860.616721619, -13550182.3675643 4693601.314289865, -13536773.70925006 4683903.68551277, -13526017.45972856 4662586.09240785, -13527728.66013101 4630422.793384275, -13535702.69849217 4623750.408407102, -13546917.13706102 4624001.102279449, -13547043.26488492 4653596.834432563, -13574331.906532 4655052.251198824, -13592476.54073534 4652201.369851476, -13613039.15075243 4698769.649147072, -13624956.79493373 4702245.16644572))",Yolo,57,Yolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,"POLYGON ((-13539096.51005221 4764106.37988059, -13515025.55950965 4770456.667522168, -13503625.88791176 4796374.060874209, -13486347.43054337 4797364.202438739, -13478197.50774857 4807589.969608214, -13470714.83366303 4813687.688750992, -13472118.34637631 4777915.85255098, -13483275.90050791 4776082.076797311, -13499372.25456364 4760652.985348486, -13500777.32600069 4726632.253618933, -13515832.84365448 4721164.098209966, -13530140.40572418 4717720.184360694, -13539689.73039475 4751033.226100585, -13539096.51005221 4764106.37988059))",Yuba,58,Yuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,"POLYGON ((-13541349.69650399 4424342.163943634, -13534375.86335923 4425059.869470298, -13524089.38524129 4436758.78483614, -13493638.71281082 4433707.324810226, -13485414.09211257 4416363.819749687, -13460612.99512149 4402981.45355109, -13425544.56410388 4368013.052582264, -13424749.29571661 4345916.145673685, -13433879.72109835 4337467.35262784, -13443108.21893748 4328670.623464007, -13454518.91480135 4340866.016175548, -13474201.31739884 4345291.740954448, -13506250.20640314 4377224.363838415, -13505136.12141267 4384930.510326872, -13541349.69650399 4424342.163943634))",San Benito,35,San Benito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"POLYGON ((-13099383.16272903 4011471.596992963, -13086532.77393674 4033295.220256845, -13049470.05604399 4029381.96469838, -13016540.1867594 4033384.150826077, -12836943.29966977 4033383.759940986, -12836926.93609284 4039259.909740532, -12738894.96704645 4039513.126626291, -12749884.09388406 4018761.56353737, -12745692.13305913 3988176.157113016, -12748778.57660199 3968947.365407804, -12760234.46650278 3952994.081416111, -12922542.76614255 3951977.397258187, -13051239.91992037 3952785.838804387, -13081123.75429568 3962530.893166831, -13070355.2628428 3983112.116676616, -13083826.25981767 3989976.421674686, -13099383.16272903 4011471.596992963))",Riverside,33,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"POLYGON ((-13379952.53845828 4271655.473977407, -13306923.60116866 4271705.295291018, -13136596.62563467 4271649.592127972, -13094846.57753306 4272759.862929421, -13094736.91789585 4139755.175520124, -13098664.38152429 4139789.889440008, -13230796.29779285 4139145.24381299, -13233814.2807406 4135465.401447773, -13274143.2240389 4138657.923764125, -13277850.27565201 4147542.118639848, -13296263.19055856 4150473.417426557, -13299647.52626628 4150459.843939152, -13299643.63183782 4174335.088869919, -13321233.38454273 4199615.661426977, -13337128.25192868 4199759.767111717, -13344986.9657788 4223719.528278137, -13367988.80544087 4235670.640037882, -13379927.15574204 4247687.361019163, -13379952.53845828 4271655.473977407))",Kern,15,Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"POLYGON ((-13568735.66427966 4776807.645131152, -13570767.91204735 4765294.169532223, -13574913.44873827 4747626.375178966, -13560846.33374184 4720032.463005913, -13562665.96151049 4710860.616721619, -13618847.13592942 4710826.985304636, -13634844.53042877 4731267.567802896, -13638345.75362781 4751685.013176186, -13657941.32707567 4757176.892074229, -13663251.38088394 4776721.508213052, -13596119.48397978 4777042.40753081, -13581965.32030162 4781086.560404886, -13568735.66427966 4776807.645131152))",Colusa,6,Colusa,0.0,0.0,0.0,3.0,6.0,0.0,7641140.0,51541094.0144,1632.19373226,7939.87833951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,"POLYGON ((-13749952.51053061 5161093.463809992, -13755243.63627055 5146482.231051066, -13770632.33229351 5135472.314104497, -13766561.70943693 5114908.017170156, -13772357.00128387 5100596.16068198, -13760470.41308962 5078790.280483517, -13765921.505555 5068865.02032024, -13778076.26130314 5081053.778961146, -13818820.31400998 5081092.248910574, -13827185.42214236 5113343.445860644, -13852477.55056223 5134727.895387203, -13835347.9281445 5139955.222372373, -13827174.18454628 5160749.526832579, -13749952.51053061 5161093.463809992))",Del Norte,8,Del Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"POLYGON ((-13358325.45742743 5039516.57690903, -13506594.13746036 5039503.543695182, -13519363.4869308 5039444.081306288, -13519479.60723974 5160600.522559933, -13358255.117374 5160222.930658495, -13358325.45742743 5039516.57690903))",Modoc,25,Modoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"POLYGON ((-13249510.25121415 4521069.235837282, -13221975.48037895 4503849.037002112, -13208570.26983213 4458894.702847402, -13191706.47678399 4452388.410794117, -13175868.82506932 4423470.602538258, -13175841.5501252 4403591.606411155, -13245066.14360809 4403157.199775661, -13245326.40764293 4391425.345304382, -13280931.50740427 4391905.337431806, -13280984.60580988 4379855.64327817, -13298931.53706956 4380065.366588666, -13310828.47463956 4368095.169669263, -13321191.87484302 4358424.50972698, -13353801.47757897 4355936.802147153, -13353799.58268003 4325611.625258397, -13393413.51734216 4287858.489152004, -13430562.62060912 4315491.499419221, -13433879.72109835 4337467.35262784, -13424749.29571661 4345916.145673685, -13425544.56410388 4368013.052582264, -13460612.99512149 4402981.45355109, -13418641.6479218 4445312.726492173, -13399557.02830802 4409173.135951727, -13379360.77505158 4407987.29865576, -13367185.53832979 4414790.711782066, -13337605.27348884 4418277.311230844, -13323917.9851952 4440778.459002207, -13309691.35257925 4448045.282459551, -13309294.27684612 4459145.086006342, -13290048.13568668 4459970.599064671, -13283820.03247273 4467831.063868333, -13281773.20244753 4488387.527914609, -13249510.25121415 4521069.235837282))",Fresno,10,Fresno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"POLYGON ((-13364135.0541082 4464661.213817474, -13331825.01482688 4497408.393230888, -13319511.07340088 4497509.029495543, -13311985.20844701 4517501.451587447, -13281417.98719374 4548110.709133714, -13276963.42522513 4542653.69935962, -13260859.16572177 4541909.630930124, -13249510.25121415 4521069.235837282, -13281773.20244753 4488387.527914609, -13283820.03247273 4467831.063868333, -13290048.13568668 4459970.599064671, -13309294.27684612 4459145.086006342, -13309691.35257925 4448045.282459551, -13323917.9851952 4440778.459002207, -13337605.27348884 4418277.311230844, -13367185.53832979 4414790.711782066, -13379360.77505158 4407987.29865576, -13399557.02830802 4409173.135951727, -13418641.6479218 4445312.726492173, -13411405.43522049 4452551.541095967, -13383641.68268809 4461907.88418646, -13364135.0541082 4464661.213817474))",Madera,20,Madera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"POLYGON ((-13597930.84667091 4479055.212902889, -13602174.79338659 4499420.975432439, -13590048.87132879 4505922.883584587, -13522274.77206802 4506530.57231344, -13515584.57980247 4493529.612152964, -13520199.88529742 4478774.693472723, -13514703.70566217 4460872.696492454, -13494907.53465768 4457909.925809144, -13493638.71281082 4433707.324810226, -13524089.38524129 4436758.78483614, -13534375.86335923 4425059.869470298, -13553995.4831386 4446027.516429917, -13583885.55161303 4462384.213017482, -13597930.84667091 4479055.212902889))",Santa Clara,43,Santa Clara,0.0,0.0,0.0,3.0,1.0,0.0,1732640.0,11687020.6714,343.991892903,1789.90836023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,"POLYGON ((-13525056.35455147 4930907.972490939, -13522024.00964261 4916966.318036869, -13508510.37660041 4904447.524698032, -13518293.8011467 4888042.075651907, -13534938.4045257 4880561.389115528, -13541575.82837858 4863404.228351336, -13559165.31101713 4849150.419677315, -13585973.72017127 4849067.291006571, -13586152.49799316 4836581.206076719, -13685358.55068876 4836654.799403296, -13684953.23911912 4862765.582166824, -13691076.03889975 4902360.273643858, -13699582.07435132 4907732.917489197, -13664314.05191867 4919227.859309728, -13653366.33436921 4913814.196615972, -13638864.18655603 4923316.81168304, -13615534.28906522 4920012.467593401, -13582127.75093816 4928124.284128629, -13545989.32025363 4932009.492197017, -13525056.35455147 4930907.972490939))",Tehama,52,Tehama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"POLYGON ((-13472674.81735875 4621929.335184397, -13469158.56705453 4611317.39376297, -13461472.17569447 4590369.302452211, -13460996.28052995 4543860.973723656, -13487008.86624927 4539925.120744531, -13522194.28805894 4506476.283451775, -13531626.39073023 4515029.757013382, -13531657.67501005 4553637.633859077, -13534227.60078349 4592772.655411419, -13522086.65216421 4616207.306176051, -13507956.42131084 4611722.385551273, -13472674.81735875 4621929.335184397))",San Joaquin,39,San Joaquin,5.0,10.0,1.0,1.0,0.0,0.0,183646.666667,1238735.33427,28.7838416769,186.638121457,0.0,0.0,0.0,0.0,19098027.619,128820207.064,6382.97206514,20893.8824782,6362794.28571,42918383.7064,3662.64917804,7660.75191239
40,"POLYGON ((-13612346.95085205 4538290.792775901, -13622588.57044651 4563013.750876091, -13610370.69816281 4565842.052174387, -13596625.4093614 4551858.85661374, -13576612.27585389 4539754.12632214, -13531657.67501005 4553637.633859077, -13531626.39073023 4515029.757013382, -13522194.28805894 4506476.283451775, -13522274.77206802 4506530.57231344, -13590048.87132879 4505922.883584587, -13612346.95085205 4538290.792775901))",Alameda,1,Alameda,3.0,4.0,3.0,7.0,14.0,4.0,43280503.8095,291936087.526,18459.0487541,49169.3904418,25451177.1429,171673534.826,14650.5967121,30643.0076496,24366122.8571,164354615.797,12104.8605306,28462.146085,19088382.8571,128755151.119,10987.9475341,22982.2557372
41,"POLYGON ((-13358760.35569783 4785624.776342948, -13359044.21858515 4767109.596829887, -13430229.92743956 4766916.638660412, -13439369.03605811 4763021.861960478, -13465883.89350986 4740013.503503084, -13474291.63171179 4723647.945533847, -13500777.32600069 4726632.253618933, -13499372.25456364 4760652.985348486, -13483275.90050791 4776082.076797311, -13472118.34637631 4777915.85255098, -13442467.72828692 4786721.395954039, -13422592.63294594 4796887.671262405, -13414606.23631255 4785777.717647268, -13358760.35569783 4785624.776342948))",Nevada,29,Nevada,0.0,0.0,0.0,1.0,2.0,1.0,8909840.95238,60098748.3779,4206.71375546,10307.3780256,6362794.28571,42918383.7064,3662.64917804,7660.75191239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"POLYGON ((-13586152.49799316 4836581.206076719, -13585973.72017127 4849067.291006571, -13559165.31101713 4849150.419677315, -13541575.82837858 4863404.228351336, -13534938.4045257 4880561.389115528, -13518293.8011467 4888042.075651907, -13509869.13622749 4844962.936270808, -13484878.90509539 4812055.773248411, -13478197.50774857 4807589.969608214, -13486347.43054337 4797364.202438739, -13503625.88791176 4796374.060874209, -13515025.55950965 4770456.667522168, -13539096.51005221 4764106.37988059, -13570767.91204735 4765294.169532223, -13568735.66427966 4776807.645131152, -13565008.57809068 4798873.62054215, -13580313.78585963 4798443.774491615, -13586152.49799316 4836581.206076719))",Butte,4,Butte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,"POLYGON ((-13401495.55656107 4527761.844445166, -13387952.4222425 4495095.026418389, -13374350.95742 4472500.42420355, -13364135.0541082 4464661.213817474, -13383641.68268809 4461907.88418646, -13411405.43522049 4452551.541095967, -13418641.6479218 4445312.726492173, -13460612.99512149 4402981.45355109, -13485414.09211257 4416363.819749687, -13493638.71281082 4433707.324810226, -13494907.53465768 4457909.925809144, -13466647.63286334 4486393.259210091, -13467851.55410167 4494959.515567284, -13401495.55656107 4527761.844445166))",Merced,24,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"POLYGON ((-13306923.60116866 4271705.295291018, -13305948.67017331 4337816.818883199, -13299885.54327494 4355933.763890479, -13310828.47463956 4368095.169669263, -13298931.53706956 4380065.366588666, -13280984.60580988 4379855.64327817, -13280931.50740427 4391905.337431806, -13245326.40764293 4391425.345304382, -13245066.14360809 4403157.199775661, -13175841.5501252 4403591.606411155, -13163410.94281273 4367776.724473302, -13146846.15272838 4345962.457628179, -13149905.76891208 4339266.413872797, -13133750.18691113 4286293.216036825, -13136596.62563467 4271649.592127972, -13306923.60116866 4271705.295291018))",Tulare,54,Tulare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,"POLYGON ((-13461472.17569447 4590369.302452211, -13431062.4658158 4555700.85768317, -13401489.21135337 4527809.637202757, -13401495.55656107 4527761.844445166, -13467851.55410167 4494959.515567284, -13466647.63286334 4486393.259210091, -13494907.53465768 4457909.925809144, -13514703.70566217 4460872.696492454, -13520199.88529742 4478774.693472723, -13515584.57980247 4493529.612152964, -13522274.77206802 4506530.57231344, -13522194.28805894 4506476.283451775, -13487008.86624927 4539925.120744531, -13460996.28052995 4543860.973723656, -13461472.17569447 4590369.302452211))",Stanislaus,50,Stanislaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,"POLYGON ((-13149716.38879463 3988209.580671429, -13133085.03363859 4021560.809732091, -13111576.87986195 4021609.254030657, -13099383.16272903 4011471.596992963, -13083826.25981767 3989976.421674686, -13070355.2628428 3983112.116676616, -13081123.75429568 3962530.893166831, -13092406.98703168 3939720.831299472, -13115258.10072583 3960642.383319788, -13146440.58920678 3982390.734542523, -13149716.38879463 3988209.580671429))",Orange,30,Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,"POLYGON ((-12924882.13909121 3844787.805976865, -12924556.19920833 3905220.001706684, -12922542.76614255 3951977.397258187, -12760234.46650278 3952994.081416111, -12770580.50166442 3949571.332221452, -12765790.08799077 3931220.190711774, -12769225.85196988 3908244.106849218, -12765096.67685775 3900347.311687526, -12746791.18493616 3897614.803487529, -12741956.24372352 3883092.086568593, -12749072.56493111 3863107.109021365, -12758993.35955234 3859321.27092383, -12924882.13909121 3844787.805976865))",Imperial,13,Imperial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,"POLYGON ((-13570767.91204735 4765294.169532223, -13539096.51005221 4764106.37988059, -13539689.73039475 4751033.226100585, -13530140.40572418 4717720.184360694, -13515832.84365448 4721164.098209966, -13521908.3274507 4711076.830312978, -13523582.57017557 4683726.727755076, -13536773.70925006 4683903.68551277, -13550182.3675643 4693601.314289865, -13562665.96151049 4710860.616721619, -13560846.33374184 4720032.463005913, -13574913.44873827 4747626.375178966, -13570767.91204735 4765294.169532223))",Sutter,51,Sutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,"POLYGON ((-13472721.90831475 4651482.099373398, -13449987.79374865 4658796.066441226, -13428296.63016723 4650758.320157048, -13388899.98892922 4658762.617846393, -13366398.97858571 4679185.226729122, -13366409.2173532 4651706.453019113, -13414516.60998577 4641683.218067166, -13430320.97315844 4626800.742501685, -13469158.56705453 4611317.39376297, -13472674.81735875 4621929.335184397, -13472721.90831475 4651482.099373398))",Amador,3,Amador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"POLYGON ((-13679536.31453045 4805111.749112385, -13662870.3371362 4805192.633665649, -13663251.38088394 4776721.508213052, -13657941.32707567 4757176.892074229, -13638345.75362781 4751685.013176186, -13634844.53042877 4731267.567802896, -13618847.13592942 4710826.985304636, -13624956.79493373 4702245.16644572, -13632619.3596853 4679532.687733989, -13650820.76654164 4674156.663695465, -13672438.57214279 4700228.804645067, -13686606.54049642 4707389.719322719, -13690811.63626216 4721283.109059578, -13702653.027269 4731990.064546071, -13693713.73926047 4755560.887694304, -13700660.52430146 4780238.773726215, -13699332.15004266 4794058.756621971, -13679536.31453045 4805111.749112385))",Lake,17,Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,"POLYGON ((-13518293.8011467 4888042.075651907, -13508510.37660041 4904447.524698032, -13522024.00964261 4916966.318036869, -13525056.35455147 4930907.972490939, -13506153.3001785 4930875.208725441, -13476496.78130188 4931046.209832073, -13476505.23859998 4903275.129293243, -13455386.70310419 4901119.897294549, -13443433.32675737 4911971.588047775, -13422552.23549405 4907508.06819018, -13396343.16773013 4882704.008842005, -13381677.48991321 4878449.38261707, -13370447.57563039 4857156.697067209, -13374720.90546191 4823551.19986999, -13431168.57928148 4823402.299166673, -13455355.08125935 4833521.782233316, -13470714.83366303 4813687.688750992, -13478197.50774857 4807589.969608214, -13484878.90509539 4812055.773248411, -13509869.13622749 4844962.936270808, -13518293.8011467 4888042.075651907))",Plumas,32,Plumas,0.0,0.0,0.0,3.0,6.0,3.0,26729522.8571,180296245.134,12620.1412664,30922.1340767,19088382.8571,128755151.119,10987.9475341,22982.2557372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,"POLYGON ((-13645009.09618488 4538078.462822701, -13612346.95085205 4538290.792775901, -13590048.87132879 4505922.883584587, -13602174.79338659 4499420.975432439, -13597930.84667091 4479055.212902889, -13597986.06027562 4469180.286725099, -13616343.53726717 4465197.32746228, -13615922.41395639 4446743.616400424, -13632644.60922251 4463926.265787004, -13632839.6430196 4486779.26691759, -13644983.93534373 4509024.084099972, -13645009.09618488 4538078.462822701))",San Mateo,41,San Mateo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,"POLYGON ((-13519479.60723974 5160600.522559933, -13519363.4869308 5039444.081306288, -13636458.36227416 5039324.407576088, -13637112.7009187 5061838.147864209, -13646747.84943377 5060533.58920855, -13671297.58361589 5042249.923085296, -13680840.33704905 5042036.129123677, -13696396.3443402 5012940.994756709, -13704441.29500929 5023474.557430575, -13719596.88936863 5023852.300125701, -13737749.6518058 5038920.460803302, -13745073.81063709 5066506.781921551, -13765921.505555 5068865.02032024, -13760470.41308962 5078790.280483517, -13772357.00128387 5100596.16068198, -13766561.70943693 5114908.017170156, -13770632.33229351 5135472.314104497, -13755243.63627055 5146482.231051066, -13749952.51053061 5161093.463809992, -13623063.63424313 5162403.843161839, -13519479.60723974 5160600.522559933))",Siskiyou,47,Siskiyou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,"POLYGON ((-13597930.84667091 4479055.212902889, -13583885.55161303 4462384.213017482, -13553995.4831386 4446027.516429917, -13534375.86335923 4425059.869470298, -13541349.69650399 4424342.163943634, -13586754.36245443 4413991.77541303, -13589484.02918076 4426597.748342463, -13608929.65562201 4437132.955559651, -13615922.41395639 4446743.616400424, -13616343.53726717 4465197.32746228, -13597986.06027562 4469180.286725099, -13597930.84667091 4479055.212902889))",Santa Cruz,44,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,"POLYGON ((-13685358.55068876 4836654.799403296, -13586152.49799316 4836581.206076719, -13580313.78585963 4798443.774491615, -13565008.57809068 4798873.62054215, -13568735.66427966 4776807.645131152, -13581965.32030162 4781086.560404886, -13596119.48397978 4777042.40753081, -13663251.38088394 4776721.508213052, -13662870.3371362 4805192.633665649, -13679536.31453045 4805111.749112385, -13685358.55068876 4836654.799403296))",Glenn,11,Glenn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,"POLYGON ((-13382160.33827153 4271665.35455322, -13379952.53845828 4271655.473977407, -13379927.15574204 4247687.361019163, -13367988.80544087 4235670.640037882, -13344986.9657788 4223719.528278137, -13337128.25192868 4199759.767111717, -13321233.38454273 4199615.661426977, -13299643.63183782 4174335.088869919, -13299647.52626628 4150459.843939152, -13330016.82482007 4160305.053781851, -13369130.49401762 4178785.319686807, -13394754.57383619 4162050.752600251, -13428932.89088855 4158387.79170937, -13436575.08685345 4163878.400300631, -13435106.8948581 4177320.253933035, -13447441.65314365 4179735.454815913, -13465234.51934384 4197038.540451965, -13462233.90354867 4217383.608450373, -13474294.59329682 4221104.258090043, -13492096.81074385 4243488.590380482, -13505673.00441298 4249140.295729309, -13518437.34631133 4272678.030903067, -13382160.33827153 4271665.35455322))",San Luis Obispo,40,San Luis Obispo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,0,12,Humbolt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
